Dutch	English
Minneapolis	Minneapolis
Minnesota	Minnesota
Categorie:Minnesota	Minnesota
Minoïsche beschaving	Minoan civilization
Mineur (muziek)	Minor scale
Minos	Minos
Minotaurus	Minotaur
Minsk	Minsk
Minuut (tijd)	Minute
Mioceen	Miocene
Wonder	Miracle
Spiegel (optica)	Mirror
Misjna	Mishnah
Categorie:Mississippi	Mississippi
Mississippi (rivier)	Mississippi River
Missouri (staat)	Missouri
Categorie:Missouri	Missouri
Missouri (rivier)	Missouri River
Mitochondrion	Mitochondrion
Mnemosyne	Mnemosyne
Mobiele telefoon	Mobile phone
Modem	Modem
Modernisme	Modernism
Modest Moessorgski	Modest Mussorgsky
Modulatie (radio)	Modulation
Mogadishu	Mogadishu
Schikgodinnen	Moirae
Schimmels	Mold
Moldavië (land)	Moldova
Categorie:Moldavië	Moldova
Mol (eenheid)	Mole (unit)
Moleculaire biologie	Molecular biology
Categorie:Moleculaire biologie	Molecular biology
Molecuul	Molecule
Molise	Molise
Weekdieren	Mollusca
Molotovcocktail	Molotov cocktail
Molybdeen	Molybdenum
Mombassa	Mombasa
Impuls (natuurkunde)	Momentum
Monaco	Monaco
Categorie:Monaco	Monaco
Monarch (staatshoofd)	Monarch
Monarchie	Monarchy
Klooster	Monastery
Maandag	Monday
Geld	Money
Mongolië	Mongolia
Categorie:Mongolië	Mongolia
Mangoesten	Mongoose
Monica Seles	Monica Seles
Monisme (filosofie)	Monism
Eenzaadlobbigen	Monocotyledon
Monomeer	Monomer
Monopolie	Monopoly
Monopoly	Monopoly (game)
Monosacharide	Monosaccharide
Mononatriumglutamaat	Monosodium glutamate
Monotheïsme	Monotheism
Cloacadieren	Monotreme
Monroedoctrine	Monroe Doctrine
Monrovia (Liberia)	Monrovia
Bergen (België)	Mons
Moessonklimaat	Monsoon
Mont Blanc	Mont Blanc
Montana (staat)	Montana
Categorie:Montana	Montana
Monte Carlo (Monaco)	Monte Carlo
Montenegro	Montenegro
Categorie:Montenegro	Montenegro
Monterrey	Monterrey
Montevideo (stad)	Montevideo
Montgomery (Alabama)	Montgomery
Maand	Month
Montpelier	Montpelier
Montréal (Canada)	Montreal
Montserrat (eiland)	Montserrat
Maan	Moon
Eland	Moose
Moraal	Morality
Moravië	Moravia
Marokko	Morocco
Categorie:Marokko	Morocco
Morfeem	Morpheme
Morfine	Morphine
Morfologie	Morphology
Morfologie (taalkunde)	Morphology (linguistics)
Morse	Morse code
Mortier (wapen)	Mortar (weapon)
Mozaïek	Mosaic
Moskou	Moscow
Categorie:Moskou	Moscow
Moselle (departement)	Moselle
Mozes	Moses
Moshe Dayan	Moshe Dayan
Moskee	Mosque
Steekmuggen	Mosquito
Mossen	Moss
Mossad	Mossad
Mosoel	Mosul
Motet	Motet
Moeder	Mother
Moeder Teresa	Mother Teresa
Moederdag	Mother's Day
Beweging (natuurkunde)	Motion (physics)
Motorfiets	Motorcycle
Motto	Motto
Ararat (berg)	Mount Ararat
Athos (schiereiland)	Mount Athos
Etna	Mount Etna
Mount Everest	Mount Everest
Fuji (vulkaan)	Mount Fuji
Kilimanjaro (berg)	Mount Kilimanjaro
Mount McKinley	Mount McKinley
Olympus (berg)	Mount Olympus
Mount Pinatubo	Mount Pinatubo
Mount Rushmore	Mount Rushmore
Mount Saint Helens	Mount St. Helens
Vesuvius	Mount Vesuvius
Berg (geografie)	Mountain
Mountainbike	Mountain bike
Bergpas	Mountain pass
Gebergte	Mountain range
Muis (dier)	Mouse
Muis (computer)	Mouse (computing)
Mozambique	Mozambique
Categorie:Mozambique	Mozambique
Mu	Mu (letter)
Muezzin	Muezzin
Mohammed	Muhammad
Muhammad Ali	Muhammad Ali
Moerbei	Mulberry
Muildier/muilezel	Mule
Multimedia	Multimedia
Multiple sclerose	Multiple sclerosis
Vermenigvuldigen	Multiplication
Bombay	Mumbai
Mummie	Mummy
München	Munich
Gemeente (bestuur)	Municipality
Muon	Muon
Moermansk	Murmansk
Wet van Murphy	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Banaan (geslacht)	Musa (genus)
Vlieg (sterrenbeeld)	Musca
Masqat	Muscat
Spier (anatomie)	Muscle
Muzen	Muse
Museum	Museum
Paddenstoel (schimmel)	Mushroom
Muziek	Music
Categorie:Muziek	Music
MIDI	Musical Instrument Digital Interface
Muziekinstrument	Musical instrument
Toonladder	Musical scale
Muzikant	Musician
Musicologie	Musicology
Musket	Musket
Marterachtigen	Mustelidae
Mutatie (biologie)	Mutation
Knobbelzwaan	Mute Swan
Categorie:Myanmar	Myanmar
Mycene	Mycenae
Mycologie	Mycology
Categorie:Mycologie	Mycology
Hartinfarct	Myocardial infarction
Myopie	Myopia
Duizendpotigen	Myriapoda
Mystiek	Mysticism
Mythe	Myth
Mythologie	Mythology
Categorie:Mythologie	Mythology
N (letter)	N
Ndjamena	N'Djamena
NASDAQ	NASDAQ
Noord-Atlantische Verdragsorganisatie	NATO
Categorie:NAVO	NATO
Nadine Gordimer	Nadine Gordimer
Nadir	Nadir
Nagasaki (stad)	Nagasaki
Nagoya	Nagoya
Nahuatl	Nahuatl
Nagel (anatomie)	Nail (anatomy)
Draadnagel	Nail (fastener)
Nairobi	Nairobi
Namibwoestijn	Namib Desert
Namibië	Namibia
Categorie:Namibië	Namibia
Namen (stad)	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nanking	Nanjing
Nanotechnologie	Nanotechnology
Nantes	Nantes
Napalm	Napalm
Napels (stad)	Naples
Napoleontische Oorlogen	Napoleonic Wars
Narcissus (mythologie)	Narcissus (mythology)
Nashville (Tennessee)	Nashville
Nassau (Bahama's)	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Natie	Nation
National Security Agency	National Security Agency
Volkslied	National anthem
Nationaal park	National park
Nationalisme	Nationalism
Categorie:Nationalisme	Nationalism
Aardgas	Natural gas
Natuurlijk getal	Natural number
Natuurwetenschap	Natural science
Natuurlijke selectie	Natural selection
Natuur (kosmos)	Nature
Categorie:Natuur	Nature
Naturisme	Naturism
Nauru	Nauru
Categorie:Nauru	Nauru
Zeemijl	Nautical mile
Categorie:Navigatie	Navigation
Navigatie	Navigation
Marine	Navy
Nazareth (Israël)	Nazareth
Nazi-Duitsland	Nazi Germany
Categorie:Nazi-Duitsland	Nazi Germany
Nationaalsocialistische Duitse Arbeiderspartij	Nazi Party
Categorie:Nationaal-socialisme	Nazism
Neanderthaler	Neanderthal
Nebraska	Nebraska
Categorie:Nebraska	Nebraska
Nebukadnezar II	Nebuchadrezzar II
Nevels en gaswolken	Nebula
Neckar	Neckar
Stropdas	Necktie
Nefertiti	Nefertiti
Negev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Rondwormen	Nematode
Nemeïsche leeuw	Nemean Lion
Nemesis (mythologie)	Nemesis (mythology)
Neodymium	Neodymium
Neolithicum	Neolithic
Neologisme	Neologism
Neon	Neon
Neoplatonisme	Neoplatonism
Nepal	Nepal
Categorie:Nepal	Nepal
Nephthys	Nephthys
Neptunus (planeet)	Neptune
Neptunium	Neptunium
Nereïde (maan)	Nereid (moon)
Nero (keizer)	Nero
Nerva (keizer)	Nerva
Zenuwstelsel	Nervous system
Categorie:Zenuwstelsel	Nervous system
Vogelnest	Nest
Nestorianisme	Nestorianism
Nederland	Netherlands
Categorie:Nederland	Netherlands
Nederlandse Antillen	Netherlands Antilles
Netwerktopologie	Network topology
Neurologie	Neurology
Categorie:Neurologie	Neurology
Zenuwcel	Neuron
Neurotransmitter	Neurotransmitter
Neutrino	Neutrino
Neutron	Neutron
Neutronenster	Neutron star
Neva	Neva River
Nevada	Nevada
Categorie:Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
New Brunswick	New Brunswick
Nieuw-Caledonië (Frans gebiedsdeel)	New Caledonia
New Delhi	New Delhi
New England (Verenigde Staten)	New England
Nieuw-Guinea	New Guinea
New Hampshire	New Hampshire
Categorie:New Hampshire	New Hampshire
New Jersey	New Jersey
Categorie:New Jersey	New Jersey
New Mexico	New Mexico
Categorie:New Mexico	New Mexico
New Orleans	New Orleans
Nieuw-Zuid-Wales	New South Wales
Nieuwe Testament	New Testament
Nieuwe Wereld	New World
Nieuwjaar	New Year
New York (staat)	New York
Categorie:New York (staat)	New York
New York	New York (disambiguation)
New York City	New York City
Categorie:New York City	New York City
New York Stock Exchange	New York Stock Exchange
Nieuw-Zeeland	New Zealand
Categorie:Nieuw-Zeeland	New Zealand
Newark (New Jersey)	Newark
Newfoundland	Newfoundland (island)
Newfoundland en Labrador	Newfoundland and Labrador
Newport (Wales)	Newport
Newton (eenheid)	Newton
Nicotinezuur	Niacin
Niagarawatervallen	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Categorie:Nicaragua	Nicaragua
Nice	Nice
Geloofsbelijdenis van Nicea-Constantinopel	Nicene Creed
Petrović Njegoš	Nicholas
Nikkel	Nickel
Nicolas Poussin	Nicolas Poussin
Nicolaas Copernicus	Nicolaus Copernicus
Nicosia	Nicosia
Nicotine	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger (land)	Niger
Categorie:Niger	Niger
Niger (rivier)	Niger River
Nigeria	Nigeria
Categorie:Nigeria	Nigeria
Nacht	Night
Nachtegaal	Nightingale
Nihilisme (filosofie)	Nihilism
Nijmegen	Nijmegen
Nike, Inc.	Nike
Nikè	Nike (mythology)
Nikita Chroesjtsjov	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nijl	Nile
Nijlkrokodil	Nile crocodile
Ninive	Nineveh
Ninja	Ninja
Niobium	Niobium
Nirwana	Nirvana
Salpeterzuur	Nitric acid
Stikstof	Nitrogen
Nitroglycerine	Nitroglycerin
Nix (maan)	Nix (moon)
Njord (mythologie)	Njord
Noach	Noah
Noam Chomsky	Noam Chomsky
Nobelprijs	Nobel Prize
Categorie:Nobelprijs	Nobel Prize
Nobelium	Nobelium
Adel	Nobility
Categorie:Adel	Nobility
Edelgas	Noble gas
Nomade	Nomad
Nominatief	Nominative case
Niet-metaal	Nonmetal
Norfolk (Verenigd Koninkrijk)	Norfolk
Norfolk (eiland)	Norfolk Island
Winkelhaak (sterrenbeeld)	Norma (constellation)
Normale verdeling	Normal distribution
Norman Mailer	Norman Mailer
Normandië	Normandy
Norn (mythologie)	Norn
Noorse mythologie	Norse mythology
Categorie:Noordse mythologie	Norse mythology
Noord (windstreek)	North
Noord-Afrika	North Africa
Noord-Amerika	North America
Categorie:Noord-Amerika	North America
North Carolina	North Carolina
Categorie:North Carolina	North Carolina
North Dakota	North Dakota
Categorie:North Dakota	North Dakota
Noordereiland (Nieuw-Zeeland)	North Island
Noord-Korea	North Korea
Categorie:Noord-Korea	North Korea
Noordpool	North Pole
Noordzee	North Sea
North Yorkshire	North Yorkshire
Noord-Europa	Northern Europe
Noordelijk halfrond	Northern Hemisphere
Noord-Ierland	Northern Ireland
Categorie:Noord-Ierland	Northern Ireland
Noordelijke Marianen	Northern Mariana Islands
Noordelijk Territorium	Northern Territory
Snoek	Northern pike
Northwest Territories	Northwest Territories
Noorwegen	Norway
Categorie:Noorwegen	Norway
Noorse Zee	Norwegian Sea
Noorse kroon	Norwegian krone
Neus	Nose
Nostradamus	Nostradamus
Muzieknoot	Note
Nouakchott (stad)	Nouakchott
Zelfstandig naamwoord	Noun
Nova Scotia	Nova Scotia
Nova Zembla	Novaya Zemlya
Roman (literatuur)	Novel
November	November
1 november	November 1
11 november	November 11
2 november	November 2
5 november	November 5
Novial	Novial
Novosibirsk	Novosibirsk
Nu (letter)	Nu (letter)
Kernsplijting	Nuclear fission
Kernfusie	Nuclear fusion
Kernfysica	Nuclear physics
Categorie:Kernfysica	Nuclear physics
Kernenergie	Nuclear power
Atoombom	Nuclear weapon
Nucleïnezuur	Nucleic acid
Nucleon	Nucleon
Nucleotide	Nucleotide
Getal	Number
Categorie:Getal	Numbers
Numidië	Numidia
Numismatiek	Numismatics
Categorie:Numismatiek	Numismatics
Nunavut	Nunavut
Neurenberg	Nuremberg
Noot (vrucht)	Nut (fruit)
Nootmuskaat	Nutmeg
Categorie:Voeding	Nutrition
Nimf (mythologie)	Nymph
Waterleliefamilie	Nymphaeaceae
Nyx (godin)	Nyx (mythology)
O (letter)	O
Organisatie van Olie Exporterende Landen	OPEC
Oahu	Oahu
Eik	Oak
Oakland (Californië)	Oakland
Oase	Oasis
Haver	Oat
Oaxaca (staat)	Oaxaca
Ob (rivier)	Ob River
Obelisk (bouwkunst)	Obelisk
Obesitas	Obesity
Objectoriëntatie	Object-oriented programming
Hobo (muziekinstrument)	Oboe
Sterrenwacht	Observatory
Obsidiaan	Obsidian
Ockhams scheermes	Occam's razor
Oceaan	Ocean
Zeestroom	Ocean current
Oceanië	Oceania
Categorie:Oceanië	Oceania
Oceaniden	Oceanid
Oceanografie	Oceanography
Categorie:Oceanografie	Oceanography
Oceanus (god)	Oceanus
Octaal	Octal
Octant (sterrenbeeld)	Octans
Octaaf (muziek)	Octave
Oktober	October
12 oktober	October 12
24 oktober	October 24
Oktoberrevolutie	October Revolution
Octopus (orde)	Octopus
Ode (dichtkunst)	Ode
Oder	Oder River
Odessa (stad)	Odessa
Odin (god)	Odin
Libellen	Odonata
Odysseus	Odysseus
Odyssee	Odyssey
Oedipus	Oedipus
Buitenspel (voetbal)	Offside (football)
Ohio (staat)	Ohio
Categorie:Ohio	Ohio
Ohm (eenheid)	Ohm
Wet van Ohm	Ohm's law
Olie	Oil
Olie	Oil (disambiguation)
Olieverf	Oil painting
Okapi	Okapi
Oklahoma	Oklahoma
Categorie:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Oudkerkslavisch	Old Church Slavonic
Oudnoords	Old Norse
Oude Testament	Old Testament
Oligarchie	Oligarchy
Oligoceen	Oligocene
Oligopolie	Oligopoly
Olijf	Olive
Olijfolie	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivijn	Olivine
Olympia (Washington)	Olympia
Olympia (stad)	Olympia
Olympische Spelen	Olympic Games
Categorie:Olympische Spelen	Olympics
Omaha (Nebraska)	Omaha
Oman	Oman
Categorie:Oman	Oman
Omega (letter)	Omega
Omikron	Omicron
Omsk	Omsk
Categorie:Oncologie	Oncology
Ui (bolgewas)	Onion
Onomastiek	Onomastics
Ontario	Ontario
Categorie:Ontario	Ontario
Ontologie (filosofie)	Ontology
Oortwolk	Oort cloud
Opaal	Opal
Opel	Opel
Opera (muziek)	Opera
Opera (webbrowser)	Opera (Internet suite)
Besturingssysteem	Operating system
Operette	Operetta
Slangendrager	Ophiuchus
Opium	Opium
Glasvezel	Optical fiber
Gezichtsbedrog	Optical illusion
Optica	Optics
Categorie:Optica	Optics
Orale seks	Oral sex
Oranje (kleur)	Orange (colour)
Sinaasappel	Orange (fruit)
Orang-oetans	Orangutan
Oratorium	Oratorio
Baan (hemellichaam)	Orbit
Orka	Orca
Orkest	Orchestra
Orchideeënfamilie	Orchidaceae
Orde (biologie)	Order (biology)
Ordovicium	Ordovician
Wilde marjolein	Oregano
Oregon	Oregon
Categorie:Oregon	Oregon
Orestes (mythologie)	Orestes (mythology)
Orgaan	Organ (anatomy)
Orgel	Organ (music)
Organel	Organelle
Organische chemie	Organic chemistry
Categorie:Organische chemie	Organic chemistry
Organische verbinding	Organic compound
Organisme	Organism
Organisatie	Organization
Organisatie van Amerikaanse Staten	Organization of American States
Orgasme	Orgasm
Origami	Origami
Origenes	Origen
Erfzonde	Original sin
Orinoco	Orinoco
Orion (sterrenbeeld)	Orion (constellation)
Orissa	Orissa
Orlando (Florida)	Orlando
Ornithologie	Ornithology
Categorie:Ornithologie	Ornithology
Orpheus	Orpheus
Orson Welles	Orson Welles
Spelling	Orthography
Osaka	Osaka
Osama bin Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Trilling	Oscillation
Osiris (Egyptische mythologie)	Osiris
Oslo	Oslo
Osman I	Osman I
Osmium	Osmium
Visarend	Osprey
Osteichthyes	Osteichthyes
Osteoporose	Osteoporosis
Ostrava	Ostrava
Struisvogel	Ostrich
Othello (Shakespeare)	Othello
Otho	Otho
Ottawa (stad)	Ottawa
Otto Hahn	Otto Hahn
Otto I van het Heilige Roomse Rijk	Otto I
Otto von Bismarck	Otto von Bismarck
Ottomaanse Rijk	Ottoman Empire
Categorie:Ottomaanse Rijk	Ottoman Empire
Ons (massa)	Ounce
Eierstok	Ovary
Ovidius	Ovid
Oviedo (stad)	Oviedo
Schapen	Ovis
Eicel	Ovum
Uilen	Owl
Oxford (Verenigd Koninkrijk)	Oxford
Oxidatietoestand	Oxidation state
Oxide	Oxide
Zuurstof	Oxygen
Oxymoron (stijlfiguur)	Oxymoron
Oxytocine	Oxytocin
Ozon (stof)	Ozone
Ozonlaag	Ozone layer
P (letter)	P
Phase Alternating Line	PAL
PH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Grote Oceaan	Pacific Ocean
Categorie:Grote Oceaan	Pacific Ocean
Pacifisme	Pacifism
Padua (stad)	Padua
Heidendom	Paganism
Categorie:Schilderkunst	Painting
Pakistan	Pakistan
Categorie:Pakistan	Pakistan
Kasteel van Versailles	Palace of Versailles
Palau (land)	Palau
Categorie:Palau	Palau
Paleoceen	Paleocene
Paleolithicum	Paleolithic
Paleontologie	Paleontology
Categorie:Paleontologie	Paleontology
Paleozoïcum	Paleozoic
Palermo (stad)	Palermo
Palestina	Palestine
Categorie:Palestijnse Autoriteit	Palestine
PLO	Palestine Liberation Organization
Palestijnse Autoriteit	Palestinian National Authority
Pali	Pali
Palindroom	Palindrome
Palladium (element)	Palladium
Palmzondag	Palm Sunday
Palmyra (Syrië)	Palmyra
Pamir	Pamir Mountains
Pan (mythologie)	Pan (mythology)
Panama (land)	Panama
Categorie:Panama	Panama
Panamakanaal	Panama Canal
Panama-stad	Panama City
Alvleesklier	Pancreas
Pandemie	Pandemic
Pandora (mythologie)	Pandora
Pangea	Pangaea
Pantheïsme	Pantheism
Pantheon (Rome)	Pantheon
Panthera	Panthera
Kerkelijke Staat	Papal States
Papoea-Nieuw-Guinea	Papua New Guinea
Categorie:Papoea-Nieuw-Guinea	Papua New Guinea
Papyrus	Papyrus
Parabool (wiskunde)	Parabola
Paracelsus	Paracelsus
Parachute	Parachute
Paradigma	Paradigm
Paradox (logica)	Paradox
Parapente	Paragliding
Paraguay	Paraguay
Categorie:Paraguay	Paraguay
Parallax	Parallax
Parallellogram	Parallelogram
Paramaribo	Paramaribo
Paranoia	Paranoia
Parafilie	Paraphilia
Parapsychologie	Parapsychology
Parasitair	Parasitism
Perkament	Parchment
Parijs	Paris
Categorie:Parijs	Paris
Paris (mythologie)	Paris (mythology)
Even	Parity (mathematics)
Ziekte van Parkinson	Parkinson's disease
Parlement	Parliament
Parmenides	Parmenides
Parodie	Parody
Papegaaiachtigen	Parrot
Parsec	Parsec
Peterselie	Parsley
Parthenon	Parthenon
Parthen	Parthia
Deeltjesfysica	Particle physics
Categorie:Deeltjesfysica	Particle physics
Parvati	Parvati
Pascal	Pascal
Pascal (programmeertaal)	Pascal (programming language)
Pascal (eenheid)	Pascal (unit)
Categorie:Zangvogel	Passeriformes
Zangvogels	Passerine
Pesach	Passover
Paspoort	Passport
Wachtwoord	Password
Pasteuriseren	Pasteurization
Patagonië	Patagonia
Octrooi	Patent
Pathologie	Pathology
Patras	Patras
Patriarch	Patriarch
Vaderlandsliefde	Patriotism
Paul Gauguin	Paul Gauguin
Paul Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paulus (apostel)	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Uitsluitingsprincipe van Pauli	Pauli exclusion principle
Pauw (sterrenbeeld)	Pavo (constellation)
Pion (schaken)	Pawn (chess)
Pays de la Loire	Pays de la Loire
Erwt	Pea
Vrede	Peace
Vrede van Westfalen	Peace of Westphalia
Perzik	Peach
Pinda	Peanut
Peer (vrucht)	Pear
Parel	Pearl
Pearl Harbor (marinebasis)	Pearl Harbor
Turf (brandstof)	Peat
Pedagogiek	Pedagogy
Categorie:Pedagogiek	Pedagogy
Pediatrie	Pediatrics
Pedofilie	Pedophilia
Zomereik	Pedunculate Oak
Pegasus (mythologie)	Pegasus
Pegasus (sterrenbeeld)	Pegasus (constellation)
Peloponnesos	Peloponnese
Peloponnesische oorlog	Peloponnesian War
Potlood	Pencil
Slinger (natuurkunde)	Pendulum
Penelope	Penelope
Pinguïns	Penguin
Penicilline	Penicillin
Schiereiland	Peninsula
Pennsylvania	Pennsylvania
Categorie:Pennsylvania	Pennsylvania
Vijfhoek	Pentagon
Pentagram	Pentagram
Pinksteren	Pentecost
Pinksterbeweging	Pentecostalism
Categorie:Persoon	People
Volksrepubliek China	People's Republic of China
Pepijn de Korte	Pepin the Short
Pepsi	Pepsi
Polypeptide	Peptide
Procent	Percentage
Perceptie	Perception
Baarsachtigen	Perciformes
Slaginstrument	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Slechtvalk	Peregrine Falcon
Perestrojka	Perestroika
Parfum	Perfume
Perikles	Pericles
Periode (scheikunde)	Period (periodic table)
Periodiek systeem	Periodic table
Perm (stad)	Perm
Permafrost	Permafrost
Perm (periode)	Permian
Permutatie	Permutation
Pernambuco	Pernambuco
Perpetuum mobile	Perpetual motion
Persephone	Persephone
Persepolis	Persepolis
Perseus (mythologie)	Perseus
Perseus (sterrenbeeld)	Perseus (constellation)
Perzische Rijk	Persian Empire
Perzische Golf	Persian Gulf
Personal Digital Assistant	Personal digital assistant
Perth (Australië)	Perth
Peru	Peru
Categorie:Peru	Peru
Chemisch bestrijdingsmiddel	Pesticide
Petrus Abaelardus	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Aardolie	Petroleum
Petrologie	Petrology
Fanerozoïcum	Phanerozoic
Farao	Pharaoh
Farmacologie	Pharmacology
Categorie:Farmacologie	Pharmacology
Pharynx	Pharynx
Fase (stof)	Phase (matter)
Fenol	Phenol
Fenomenologie	Phenomenology
Fenotype	Phenotype
Fenylalanine	Phenylalanine
Fenylketonurie	Phenylketonuria
Phi (letter)	Phi (letter)
Philadelphia (Pennsylvania)	Philadelphia
Filatelie	Philately
Categorie:Filatelie	Philately
Philippus II van Macedonië	Philip II of Macedon
Filips II van Spanje	Philip II of Spain
Philipp Eduard Anton Lenard	Philipp Lenard
Filipijnenzee	Philippine Sea
Filipijnen	Philippines
Categorie:Filipijnen	Philippines
Filologie	Philology
Categorie:Filologie	Philology
Steen der wijzen	Philosopher's stone
Filosofie	Philosophy
Categorie:Filosofie	Philosophy
Portaal:Filosofie	Philosophy
Phnom-Penh	Phnom Penh
Fobie	Phobia
Phobos (maan)	Phobos (moon)
Feniciërs	Phoenicia
Phoenix (Arizona)	Phoenix
Phoenix	Phoenix
Phoenix (sterrenbeeld)	Phoenix (constellation)
Feniks	Phoenix (mythology)
Phoenix (ruimtesonde)	Phoenix (spacecraft)
Foneem	Phoneme
Fonetiek	Phonetics
Categorie:Fonetiek	Phonetics
Fonologie	Phonology
Fosfaat	Phosphate
Fosforzuur	Phosphoric acid
Fosfor	Phosphorus
Fotografie	Photography
Categorie:Fotografie	Photography
Foton	Photon
Fotosfeer	Photosphere
Fotosynthese	Photosynthesis
Stam (biologie)	Phylum
Fysische chemie	Physical chemistry
Categorie:Fysische chemie	Physical chemistry
Arts	Physician
Natuurkunde	Physics
Categorie:Natuurkunde	Physics
Portaal:Natuurkunde	Physics
Fysiologie	Physiology
Categorie:Fysiologie	Physiology
Pi (wiskunde)	Pi
Pi (letter)	Pi (letter)
Piano (instrument)	Piano
Picardië	Picardie
Spechtvogels	Piciformes
Schilder (sterrenbeeld)	Pictor
Pidgin (taal)	Pidgin
Pidgin (chatprogramma)	Pidgin (software)
Piemonte	Piedmont
Pierre	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondriaan	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pilsen	Pilsen
Dennenfamilie	Pinaceae
Pindarus	Pindar
Pinus	Pine
Ananas	Pineapple
Ping (netwerk)	Ping
Roze	Pink
Zeeroofdieren	Pinniped
Zeerover	Piracy
Pisa (stad)	Pisa
Vissen (sterrenbeeld)	Pisces (constellation)
Zuiger	Piston
Pittsburgh	Pittsburgh
Hypofyse	Pituitary gland
Pixel	Pixel
Pizza	Pizza
Plagiaat	Plagiarism
Vlak	Plane (mathematics)
Planeet	Planet
Planetaire nevel	Planetary nebula
Plankton	Plankton
Planten	Plant
Plasma (aggregatietoestand)	Plasma (physics)
Plasmide	Plasmid
Plastic	Plastic
Plastide	Plastid
Platentektoniek	Plate tectonics
Bloedplaatje	Platelet
Platina	Platinum
