Thai	English
กล้วยไม้	Orchidaceae
ลัทธิเบ็นนาดิคติน	Order of Saint Benedict
มลรัฐออริกอน	Oregon
หมวดหมู่:มลรัฐออริกอน	Oregon
อวัยวะ	Organ (anatomy)
ออร์แกน	Organ (music)
ออร์แกเนลล์	Organelle
เคมีอินทรีย์	Organic chemistry
สารประกอบอินทรีย์	Organic compound
สิ่งมีชีวิต	Organism
องค์กร	Organization
จุดสุดยอดทางเพศ	Orgasm
โอะริงะมิ	Origami
ปฐมบาป	Original sin
แม่น้ำโอรีโนโก	Orinoco
กลุ่มดาวนายพราน	Orion (constellation)
รัฐโอริสสา	Orissa
ออร์แลนโด	Orlando
ออร์สัน เวลส์	Orson Welles
โอซะกะ (เมือง)	Osaka
อุซามะห์ บิน ลาดิน	Osama bin Laden
เทพโอซีริส	Osiris
ออสโล	Oslo
ออสเมียม	Osmium
นกกระจอกเทศ	Ostrich
ออตตาวา	Ottawa
ออทโท ฟอน บิสมาร์ค	Otto von Bismarck
จักรวรรดิออตโตมัน	Ottoman Empire
ออนซ์	Ounce
นกเค้าแมว	Owl
สถานะออกซิเดชัน	Oxidation state
ออกไซด์	Oxide
ออกซิเจน	Oxygen
ปฏิพจน์	Oxymoron
โอโซน	Ozone
ชั้นโอโซน	Ozone layer
P	P
ค่า pH	PH
ปาโบล ปีกัสโซ	Pablo Picasso
มหาสมุทรแปซิฟิก	Pacific Ocean
หมวดหมู่:มหาสมุทรแปซิฟิก	Pacific Ocean
ประเทศปากีสถาน	Pakistan
หมวดหมู่:ประเทศปากีสถาน	Pakistan
พระราชวังแวร์ซายส์	Palace of Versailles
ประเทศปาเลา	Palau
ยุคหินเก่า	Paleolithic
บรรพชีวินวิทยา	Paleontology
ปาเลสไตน์	Palestine
หมวดหมู่:ปาเลสไตน์	Palestine
ภาษาบาลี	Pali
แพลเลเดียม	Palladium
ประเทศปานามา	Panama
คลองปานามา	Panama Canal
ปานามาซิตี	Panama City
โรคระบาดทั่ว	Pandemic
แพนโดรา	Pandora
มหาทวีปแพนเจีย	Pangaea
ประเทศปาปัวนิวกินี	Papua New Guinea
กระดาษพาไพรัส	Papyrus
พาราโบลา	Parabola
ร่มชูชีพ	Parachute
ปฏิทรรศน์	Paradox
ประเทศปารากวัย	Paraguay
หมวดหมู่:ประเทศปารากวัย	Paraguay
รูปสี่เหลี่ยมด้านขนาน	Parallelogram
ปารีส	Paris
ปารีส (ทรอย)	Paris (mythology)
จำนวนคู่และจำนวนคี่	Parity (mathematics)
โรคพาร์กินสัน	Parkinson's disease
รัฐสภา	Parliament
พาร์เซก	Parsec
วิหารพาร์เธนอน	Parthenon
ฟิสิกส์พลังงานสูง	Particle physics
พระแม่ปารวตี	Parvati
ปาสคาล	Pascal
ภาษาปาสกาล	Pascal (programming language)
ปาสคาล (หน่วยวัด)	Pascal (unit)
ปัสกา	Passover
พาสเจอร์ไรซ์	Pasteurization
สิทธิบัตร	Patent
พยาธิวิทยา	Pathology
พอลแห่งทาซัส	Paul the Apostle
กลุ่มดาวนกยูง	Pavo (constellation)
เบี้ย (หมากรุก)	Pawn (chess)
แคว้นเปอีส์ เดอ ลา ลัวร์	Pays de la Loire
ถั่วลันเตา	Pea
สันติภาพ	Peace
ลูกท้อ	Peach
นกยูง	Peafowl
สาลี่	Pear
ไข่มุก	Pearl
ท่าเรือเพิร์ล	Pearl Harbor
กุมารเวชศาสตร์	Pediatrics
เพกาซัส	Pegasus
กลุ่มดาวม้าบิน	Pegasus (constellation)
ดินสอ	Pencil
ฟีนอกซิลเมตทิลเพนิซิลลิน	Penicillin
คาบสมุทร	Peninsula
มลรัฐเพนซิลเวเนีย	Pennsylvania
รูปห้าเหลี่ยม	Pentagon
หมวดหมู่:บุคคล	People
ประเทศจีน	People's Republic of China
เป๊ปซี่	Pepsi
เปปไทด์	Peptide
อัตราร้อยละ	Percentage
เพอร์คัชชัน	Percussion instrument
น้ำหอม	Perfume
คาบในตารางธาตุ	Period (periodic table)
ตารางธาตุ	Periodic table
การเรียงสับเปลี่ยน	Permutation
เครื่องจักรนิรันดร์	Perpetual motion
เพอร์ซิโฟเน	Persephone
กลุ่มดาวเพอร์ซิอัส	Perseus (constellation)
อ่าวเปอร์เซีย	Persian Gulf
พีดีเอ	Personal digital assistant
ประเทศเปรู	Peru
หมวดหมู่:ประเทศเปรู	Peru
ปีเตอร์ พอล รูเบนส์	Peter Paul Rubens
ปิโตรเลียม	Petroleum
ฟาโรห์	Pharaoh
เภสัชวิทยา	Pharmacology
หมวดหมู่:เภสัชวิทยา	Pharmacology
คอหอย	Pharynx
สถานะ (สสาร)	Phase (matter)
ฟีนิลคีโตนูเรีย	Phenylketonuria
ฟาย	Phi (letter)
หมวดหมู่:แสตมป์	Philately
พระเจ้าเฟลิเปที่ 2 แห่งสเปน	Philip II of Spain
ทะเลฟิลิปปินส์	Philippine Sea
ประเทศฟิลิปปินส์	Philippines
หมวดหมู่:ประเทศฟิลิปปินส์	Philippines
นิรุกติศาสตร์	Philology
ปรัชญา	Philosophy
หมวดหมู่:ปรัชญา	Philosophy
พนมเปญ	Phnom Penh
โฟเบีย	Phobia
โฟบอส	Phobos (moon)
ฟีนิกซ์ (มลรัฐแอริโซนา)	Phoenix
ฟีนิกซ์	Phoenix
กลุ่มดาวนกฟีนิกซ์	Phoenix (constellation)
ฟีนิกซ์ (ตำนาน)	Phoenix (mythology)
สัทศาสตร์	Phonetics
หมวดหมู่:สัทศาสตร์	Phonetics
ฟอสเฟต	Phosphate
ฟอสฟอรัส	Phosphorus
การถ่ายภาพ	Photography
หมวดหมู่:การถ่ายภาพ	Photography
การสังเคราะห์ด้วยแสง	Photosynthesis
ไฟลัม	Phylum
เคมีฟิสิกส์	Physical chemistry
แพทย์	Physician
ฟิสิกส์	Physics
หมวดหมู่:ฟิสิกส์	Physics
สถานีย่อย:ฟิสิกส์	Physics
สรีรวิทยา	Physiology
หมวดหมู่:สรีรวิทยา	Physiology
พาย (ค่าคงตัว)	Pi
พาย (อักษรกรีก)	Pi (letter)
เปียโน	Piano
แคว้นปีการ์ดี	Picardie
กลุ่มดาวขาตั้งภาพ	Pictor
พิดจิน	Pidgin (software)
แคว้นปีเอมอนเต	Piedmont
ปีแอร์ กูรี	Pierre Curie
ปิแยร์ เดอ แฟร์มาต์	Pierre de Fermat
รงควัตถุ	Pigment
สับปะรด	Pineapple
Ping	Ping
สีชมพู	Pink
โจรสลัด	Piracy
ปิซา	Pisa
กลุ่มดาวปลา	Pisces (constellation)
ต่อมใต้สมอง	Pituitary gland
พิกเซล	Pixel
โจรกรรมทางวรรณกรรม	Plagiarism
ดาวเคราะห์	Planet
แพลงก์ตอน	Plankton
พืช	Plant
พลาสมา (ฟิสิกส์)	Plasma (physics)
พลาสติก	Plastic
พลาสติด	Plastid
แผ่นเปลือกโลก	Plate tectonics
แพลทินัม	Platinum
เพลโต	Plato
ตุ่นปากเป็ด	Platypus
เพลย์บอย	Playboy
ไพ่ป๊อก	Playing card
ดาวพลูโต	Pluto
พลูโทเนียม	Plutonium
โรคปอดบวม	Pneumonia
หญ้า	Poaceae
พอดแคสติง	Podcast
กวีนิพนธ์	Poetry
จุด (เรขาคณิต)	Point (geometry)
แคว้นปัวตู-ชารองต์	Poitou-Charentes
ประเทศโปแลนด์	Poland
หมวดหมู่:ประเทศโปแลนด์	Poland
หมีขั้วโลก	Polar bear
ดาวเหนือ	Polaris
ตำรวจ	Police
พรรคการเมือง	Political party
รัฐศาสตร์	Political science
การเมือง	Politics
หมวดหมู่:การเมือง	Politics
มลพิษ	Pollution
พอโลเนียม	Polonium
รูปหลายเหลี่ยม	Polygon
ทรงหลายหน้า	Polyhedron
พอลิเมอร์	Polymer
โพลินีเซีย	Polynesia
พหุนาม	Polynomial
ทับทิม (ผลไม้)	Pomegranate
ส้มโอ	Pomelo
ปอมเปอี	Pompeii
ปอนติอุส ปิลาตุส	Pontius Pilate
ป็อป	Pop music
พระสันตะปาปา	Pope
สมเด็จพระสันตะปาปาอเล็กซานเดอร์ที่ 6	Pope Alexander VI
ประชากร	Population
เครื่องเคลือบดินเผา	Porcelain
ภาพเหมือน	Portrait
ประเทศโปรตุเกส	Portugal
หมวดหมู่:ประเทศโปรตุเกส	Portugal
โพไซดอน	Poseidon
แสตมป์	Postage stamp
รหัสไปรษณีย์	Postal code
โพแทสเซียม	Potassium
มันฝรั่ง	Potato
พลังงานศักย์	Potential energy
พอทสดัม	Potsdam
ปอนด์ (หน่วยมวล)	Pound (mass)
ปอนด์สเตอร์ลิง	Pound sterling
ปราก	Prague
เพรซีโอดิเมียม	Praseodymium
การอธิษฐาน	Prayer
