Serbian	English
Оахака (држава)	Oaxaca
Об (река у Русији)	Ob River
Гојазност	Obesity
Објектно оријентисано програмирање	Object-oriented programming
Обоа	Oboe
Опсерваторија	Observatory
Обсидијан	Obsidian
Окамова бритва	Occam's razor
Океан	Ocean
Океанија	Oceania
Категорија:Океанија	Oceania
Океаниде	Oceanid
Океанографија	Oceanography
Категорија:Океанографија	Oceanography
Октални систем	Octal
Октава (музика)	Octave
Октобар	October
12. октобар	October 12
24. октобар	October 24
Октобарска револуција	October Revolution
Октопод	Octopus
Одра	Oder River
Одеса	Odessa
Один	Odin
Вилински коњици	Odonata
Одисеј	Odysseus
Одисеја	Odyssey
Едип	Oedipus
Охајо (држава)	Ohio
Ом (јединица)	Ohm
Омов закон	Ohm's law
Окапи	Okapi
Оклахома	Oklahoma
Оклахома (град)	Oklahoma City
Октоберфест	Oktoberfest
Старословенски језик	Old Church Slavonic
Стари завет	Old Testament
Олигархија	Oligarchy
Маслина	Olive
Маслиново уље	Olive oil
Оливер Кромвел	Oliver Cromwell
Олимпија (Грчка)	Olympia
Олимпијске игре	Olympic Games
Категорија:Олимпијске игре	Olympics
Омаха	Omaha
Оман	Oman
Категорија:Оман	Oman
Категорија:Онкологија	Oncology
Црни лук	Onion
Онтарио	Ontario
Категорија:Онтарио	Ontario
Онтологија	Ontology
Ортов облак	Oort cloud
Опера	Opera
Опера (браузер)	Opera (Internet suite)
Оперета	Operetta
опијум	Opium
Оптички кабл	Optical fiber
Оптика	Optics
Категорија:Оптика	Optics
Оптимизација (математика)	Optimization (mathematics)
Орални секс	Oral sex
Наранџаста боја	Orange (colour)
Наранџа	Orange (fruit)
Орангутан	Orangutan
Орбита	Orbit
Кит убица	Orca
Оркестар	Orchestra
Бенедиктинци	Order of Saint Benedict
Вранилова трава	Oregano
Орегон	Oregon
Орест	Orestes (mythology)
Оргуље	Organ (music)
Органска хемија	Organic chemistry
Категорија:Органска хемија	Organic chemistry
Организам	Organism
Организације	Organization
Организација америчких држава	Organization of American States
Оргазам	Orgasm
Ориген	Origen
Првородни грех	Original sin
Ориноко	Orinoco
Сазвежђе Орион	Orion (constellation)
Ориса	Orissa
Орнитологија	Ornithology
Категорија:Орнитологија	Ornithology
Орфеј	Orpheus
Орсон Велс	Orson Welles
Правопис	Orthography
Осака	Osaka
Осама бин Ладен	Osama bin Laden
Оскар Вајлд	Oscar Wilde
Озирис	Osiris
Осло	Oslo
Осман I	Osman I
Осмијум	Osmium
Острава	Ostrava
Ној	Ostrich
Отело (драма)	Othello
Отон	Otho
Отава	Ottawa
Ото Хан	Otto Hahn
Отон I	Otto I
Ото фон Бизмарк	Otto von Bismarck
Османско царство	Ottoman Empire
Категорија:Османско царство	Ottoman Empire
Унца	Ounce
Јајници	Ovary
Овидије	Ovid
Овиједо	Oviedo
Јајна ћелија	Ovum
Сова	Owl
Оксфорд	Oxford
Оксидациони број	Oxidation state
Оксид	Oxide
Кисеоник	Oxygen
Окситоцин	Oxytocin
Озон	Ozone
P (слово латинице)	P
PH вредност	PH
Пабло Неруда	Pablo Neruda
Пабло Пикасо	Pablo Picasso
Велики тихи океан	Pacific Ocean
Пацифизам	Pacifism
Падова	Padua
Паганизам	Paganism
Категорија:Сликарство	Painting
Пакистан	Pakistan
Категорија:Пакистан	Pakistan
Версајска палата	Palace of Versailles
Палау	Palau
Категорија:Палау	Palau
Палеолит	Paleolithic
Палеонтологија	Paleontology
Палеозоик	Paleozoic
Палермо	Palermo
Палестина	Palestine
Категорија:Палестина	Palestine
Палестинска ослободилачка организација	Palestine Liberation Organization
Пали	Pali
Паладијум	Palladium
Палмира	Palmyra
Пан	Pan (mythology)
Панама	Panama
Категорија:Панама	Panama
Панамски канал	Panama Canal
Панама (град)	Panama City
Гуштерача	Pancreas
Пандора	Pandora
Пангеа	Pangaea
Папска држава	Papal States
Папуа Нова Гвинеја	Papua New Guinea
Категорија:Папуа Нова Гвинеја	Papua New Guinea
Папирус	Papyrus
Парабола	Parabola
Парацелзус	Paracelsus
Парадигма	Paradigm
Једрење падобраном	Paragliding
Парагвај	Paraguay
Категорија:Парагвај	Paraguay
Паралелограм	Parallelogram
Парамарибо	Paramaribo
Параноја	Paranoia
Парафилије	Paraphilia
Парапсихологија	Parapsychology
Паразитизам	Parasitism
Париз	Paris
Категорија:Париз	Paris
Парис	Paris (mythology)
Парни и непарни бројеви	Parity (mathematics)
Паркинсонова болест	Parkinson's disease
Скупштина	Parliament
Парменид	Parmenides
Parodija	Parody
Парсек	Parsec
Першун	Parsley
Партенон	Parthenon
Партијско царство	Parthia
Паскал (програмски језик)	Pascal (programming language)
Паскал	Pascal (unit)
Пасха	Passover
Пасош	Passport
Лозинка	Password
Патагонија	Patagonia
Патологија	Pathology
Патра	Patras
Патријарх	Patriarch
Пол Гоген	Paul Gauguin
Paul Hajze	Paul Johann Ludwig von Heyse
Паул Кле	Paul Klee
Пол Макартни	Paul McCartney
Пол Њуман	Paul Newman
Пол Верлен	Paul Verlaine
Свети апостол Павле	Paul the Apostle
Паул фон Хинденбург	Paul von Hindenburg
Паулијев принцип	Pauli exclusion principle
Пешак (шах)	Pawn (chess)
Регион Лоара	Pays de la Loire
Грашак	Pea
Мир	Peace
Вестфалски мир	Peace of Westphalia
Бресква	Peach
Паун	Peafowl
Кикирики	Peanut
Крушка	Pear
Бисер	Pearl
Педагогија	Pedagogy
Категорија:Педагогија	Pedagogy
Педијатрија	Pediatrics
Педофилија	Pedophilia
Храст лужњак	Pedunculate Oak
Пелопонез	Peloponnese
Пелопонески рат	Peloponnesian War
Оловка	Pencil
Пенелопа	Penelope
Пингвин	Penguin
Пеницилин	Penicillin
Полуострво	Peninsula
Пенсилванија	Pennsylvania
Петоугао	Pentagon
Духови (празник)	Pentecost
Категорија:Биографије	People
Кина	People's Republic of China
Пипин Мали	Pepin the Short
Пепси	Pepsi
Опажање	Perception
Удараљке	Percussion instrument
Сиви соко	Peregrine Falcon
Перестројка	Perestroika
Парфем	Perfume
Перикле	Pericles
Периода периодног система елемената	Period (periodic table)
Периодни систем елемената	Periodic table
Перм (Русија)	Perm
Пермафрост	Permafrost
Пернамбуко	Pernambuco
Перпетуум мобиле	Perpetual motion
Персефона	Persephone
Персепољ	Persepolis
Персеј	Perseus
Персијско царство	Persian Empire
Персијски залив	Persian Gulf
Перт	Perth
Перу	Peru
Категорија:Перу	Peru
Пестициди	Pesticide
Абелар	Peter Abelard
Петер Паул Рубенс	Peter Paul Rubens
Питер Селерс	Peter Sellers
Франческо Петрарка	Petrarch
Нафта	Petroleum
Петрологија	Petrology
Фараон	Pharaoh
Категорија:Фармакологија	Pharmacology
Ждрело	Pharynx
Феноменологија	Phenomenology
Фенотип	Phenotype
Фенилаланин	Phenylalanine
Фенилкетонурија	Phenylketonuria
Филаделфија (САД)	Philadelphia
Филателија	Philately
Категорија:Филателија	Philately
Филип II Македонски	Philip II of Macedon
Филип II од Шпаније	Philip II of Spain
Филипинско море	Philippine Sea
Филипини	Philippines
Категорија:Филипини	Philippines
Филологија	Philology
Категорија:Филологија	Philology
Филозофија	Philosophy
Категорија:Филозофија	Philosophy
Пном Пен	Phnom Penh
Фобија	Phobia
Фобос	Phobos (moon)
Феникија	Phoenicia
Финикс	Phoenix
Феникс	Phoenix (mythology)
Феникс (свемирски брод)	Phoenix (spacecraft)
Фонетика	Phonetics
Категорија:Фонетика	Phonetics
Фонологија	Phonology
Фосфорна киселина	Phosphoric acid
Фосфор	Phosphorus
Фотографија	Photography
Категорија:Фотографија	Photography
Фотон	Photon
Фотосинтеза	Photosynthesis
Физичка хемија	Physical chemistry
Категорија:Физичка хемија	Physical chemistry
Физика	Physics
Категорија:Физика	Physics
Портал:Физика	Physics
Физиологија	Physiology
Категорија:Физиологија	Physiology
Пи	Pi
Клавир	Piano
Пикардија	Picardie
Гаим	Pidgin (software)
Пијемонт	Piedmont
Пјер Кири	Pierre Curie
Пјер де Ферма	Pierre de Fermat
Пит Мондријан	Piet Mondrian
Питер Земан	Pieter Zeeman
pigment	Pigment
Плзењ	Pilsen
Pindar	Pindar
Бор (биљка)	Pine
Ananas comosus	Pineapple
Перајари	Pinniped
Гусари	Piracy
Пиза	Pisa
Сазвежђе Рибе	Pisces (constellation)
Питсбург	Pittsburgh
Хипофиза	Pituitary gland
Пиксел	Pixel
Пица	Pizza
Раван	Plane (mathematics)
Планета	Planet
Планктон	Plankton
Биљке	Plant
Плазма (физика)	Plasma (physics)
Плазмид	Plasmid
Пластика	Plastic
Пластид	Plastid
Тектоника плоча	Plate tectonics
Крвне плочице	Platelet
Платина	Platinum
Платон	Plato
Плејбој (часопис)	Playboy
Плевен	Pleven
Плиније Млађи	Pliny the Younger
Плотин	Plotinus
Пловдив	Plovdiv
Шљива	Plum
Плутарх	Plutarch
Плутон (патуљаста планета)	Pluto
Плутон	Pluto (disambiguation)
Плутонијум	Plutonium
Упала плућа	Pneumonia
По (река)	Po River
Поезија	Poetry
Категорија:Поезија	Poetry
Тачка (геометрија)	Point (geometry)
Отров	Poison
Поату-Шарант	Poitou-Charentes
