Bulgarian	English
Индийско орехче	Nutmeg
Категория:Хранене	Nutrition
Нимфа	Nymph
Водни рози	Nymphaeaceae
Никта	Nyx (mythology)
Организация на страните износителки на петрол	OPEC
Оаху	Oahu
Дъб	Oak
Оукланд (Калифорния)	Oakland
Оазис	Oasis
Оахака (щат)	Oaxaca
Об	Ob River
Обелиск	Obelisk
Затлъстяване	Obesity
Обектно-ориентирано програмиране	Object-oriented programming
Обсерватория	Observatory
Бръснач на Окам	Occam's razor
Световен океан	Ocean
Океанско течение	Ocean current
Океания	Oceania
Категория:Океания	Oceania
Океаниди	Oceanid
Океанография	Oceanography
Категория:Океанография	Oceanography
Океан (митология)	Oceanus
Октава	Octave
Октомври	October
12 октомври	October 12
24 октомври	October 24
Октомврийска революция	October Revolution
Октоподи	Octopus
Ода	Ode
Одер	Oder River
Одеса	Odessa
Один	Odin
Одисей	Odysseus
Одисея	Odyssey
Едип	Oedipus
Охайо	Ohio
Категория:Охайо	Ohio
Ом	Ohm
Закон на Ом	Ohm's law
Масло	Oil (disambiguation)
Окапи	Okapi
Оклахома	Oklahoma
Категория:Оклахома	Oklahoma
Оклахома Сити	Oklahoma City
Октоберфест	Oktoberfest
Старобългарски език	Old Church Slavonic
Нордически език	Old Norse
Стар завет	Old Testament
Олигархия	Oligarchy
Олигопол	Oligopoly
Маслина	Olive
Зехтин	Olive oil
Оливър Кромуел	Oliver Cromwell
Олимпия (Вашингтон)	Olympia
Олимпийски игри	Olympic Games
Категория:Олимпийски игри	Olympics
Омаха	Omaha
Оман	Oman
Категория:Оман	Oman
Омега	Omega
Омикрон	Omicron
Омск	Omsk
Категория:Онкология	Oncology
Кромид лук	Onion
Ономастика	Onomastics
Онтарио	Ontario
Онтология	Ontology
Облак на Оорт	Oort cloud
Опал	Opal
Опел	Opel
Опера	Opera
Опера (браузър)	Opera (Internet suite)
Операционна система	Operating system
Оперета	Operetta
Змиеносец (съзвездие)	Ophiuchus
Оптично влакно	Optical fiber
Оптика	Optics
Категория:Оптика	Optics
Орален секс	Oral sex
Оранжев цвят	Orange (colour)
Орангутани	Orangutan
Оратория	Oratorio
Орбита	Orbit
Косатка	Orca
Оркестър	Orchestra
Орхидеи	Orchidaceae
Бенедиктински орден	Order of Saint Benedict
Риган	Oregano
Орегон	Oregon
Категория:Орегон	Oregon
Орест	Orestes (mythology)
Орган (анатомия)	Organ (anatomy)
Орган (музика)	Organ (music)
Клетъчни органели	Organelle
Органична химия	Organic chemistry
Категория:Органична химия	Organic chemistry
Органично съединение	Organic compound
Организъм	Organism
Организация	Organization
Организация на американските държави	Organization of American States
Оргазъм	Orgasm
Оригами	Origami
Ориген	Origen
Първороден грях	Original sin
Ориноко	Orinoco
Орион (съзвездие)	Orion (constellation)
Ориса	Orissa
Орландо	Orlando
Орнитология	Ornithology
Категория:Орнитология	Ornithology
Орфей	Orpheus
Правопис	Orthography
Осака	Osaka
Осама бин Ладен	Osama bin Laden
Оскар Уайлд	Oscar Wilde
Озирис	Osiris
Осло	Oslo
Осман I	Osman I
Осмий	Osmium
Орел рибар	Osprey
Остеопороза	Osteoporosis
Острава	Ostrava
Щраус	Ostrich
Отон	Otho
Отава	Ottawa
Ото Хан	Otto Hahn
Отон I (Свещена Римска империя)	Otto I
Ото фон Бисмарк	Otto von Bismarck
Османска империя	Ottoman Empire
Категория:Османска империя	Ottoman Empire
Яйчник	Ovary
Овидий	Ovid
Яйцеклетка	Ovum
Совоподобни	Owl
Оксфорд	Oxford
Степен на окисление	Oxidation state
Оксид	Oxide
Кислород	Oxygen
Оксиморон	Oxymoron
Окситоцин	Oxytocin
Озон	Ozone
Озонов слой	Ozone layer
Водороден показател	PH
Пабло Неруда	Pablo Neruda
Пабло Пикасо	Pablo Picasso
Тихи океан	Pacific Ocean
Категория:Тихи океан	Pacific Ocean
Пацифизъм	Pacifism
Падуа	Padua
Езичество	Paganism
Категория:Живопис	Painting
Пакистан	Pakistan
Категория:Пакистан	Pakistan
Версайски дворец	Palace of Versailles
Палау	Palau
Категория:Палау	Palau
Палеолит	Paleolithic
Палеонтология	Paleontology
Палеозой	Paleozoic
Палермо	Palermo
Палестина	Palestine
Категория:Палестина	Palestine
Организация за освобождение на Палестина	Palestine Liberation Organization
Палестинска автономия	Palestinian National Authority
Пали	Pali
Палиндром	Palindrome
Паладий	Palladium
Цветница	Palm Sunday
Тадмор	Palmyra
Памир	Pamir Mountains
Пан	Pan (mythology)
Панама	Panama
Категория:Панама	Panama
Панамски канал	Panama Canal
Панама (град)	Panama City
Панкреас	Pancreas
Пандемия	Pandemic
Пандора (митология)	Pandora
Пангея	Pangaea
Пантеон (Рим)	Pantheon
Папска държава	Papal States
Папуа - Нова Гвинея	Papua New Guinea
Категория:Папуа Нова Гвинея	Papua New Guinea
Папирус	Papyrus
Парабола	Parabola
Парацелз	Paracelsus
Парашут	Parachute
Парадигма	Paradigm
Парапланеризъм	Paragliding
Парагвай	Paraguay
Категория:Парагвай	Paraguay
Паралакс	Parallax
Успоредник	Parallelogram
Парамарибо	Paramaribo
Параноя	Paranoia
Сексуално отклонение	Paraphilia
Паразитизъм	Parasitism
Пергамент	Parchment
Париж	Paris
Категория:Париж	Paris
Парис	Paris (mythology)
Четни и нечетни числа	Parity (mathematics)
Парламент	Parliament
Парменид	Parmenides
Пародия	Parody
Папагалоподобни	Parrot
Парсек	Parsec
Магданоз	Parsley
Партенон	Parthenon
Партско царство	Parthia
Физика на елементарните частици	Particle physics
Категория:Физика на елементарните частици	Particle physics
Парвати	Parvati
Паскал (език за програмиране)	Pascal (programming language)
Паскал (единица)	Pascal (unit)
Категория:Врабчоподобни	Passeriformes
Врабчоподобни	Passerine
Пастьоризация	Pasteurization
Патагония	Patagonia
Патент	Patent
Патология	Pathology
Патра	Patras
Патриарх	Patriarch
Патрик Уайт	Patrick White
Патриотизъм	Patriotism
Пол Гоген	Paul Gauguin
Паул фон Хайзе	Paul Johann Ludwig von Heyse
Паул Клее	Paul Klee
Пол Маккартни	Paul McCartney
Пол Нюман	Paul Newman
Пол Верлен	Paul Verlaine
Павел (апостол)	Paul the Apostle
Паул фон Хинденбург	Paul von Hindenburg
Принцип на Паули	Pauli exclusion principle
Пешка	Pawn (chess)
Мир	Peace
Вестфалски мирен договор	Peace of Westphalia
Праскова	Peach
Фъстък	Peanut
Круша	Pear
Перла	Pearl
Пърл Харбър	Pearl Harbor
Педагогика	Pedagogy
Категория:Педагогика	Pedagogy
Педофилия	Pedophilia
Обикновен дъб	Pedunculate Oak
Пегас	Pegasus
Пегас (съзвездие)	Pegasus (constellation)
Пелопонес	Peloponnese
Пелопонески войни	Peloponnesian War
Молив	Pencil
Махало	Pendulum
Пенелопа	Penelope
Пингвинови	Penguin
Пеницилин	Penicillin
Полуостров	Peninsula
Пенсилвания	Pennsylvania
Категория:Пенсилвания	Pennsylvania
Пентаграм	Pentagram
Петдесетница	Pentecost
Категория:Хора	People
Китайска народна република	People's Republic of China
Пипин III	Pepin the Short
Пепси	Pepsi
Полипептид	Peptide
Процент	Percentage
Възприятие	Perception
Бодлоперки	Perciformes
Ударен музикален инструмент	Percussion instrument
Пърси Шели	Percy Bysshe Shelley
Сокол скитник	Peregrine Falcon
Перестройка	Perestroika
Перикъл	Pericles
Период на периодичната система	Period (periodic table)
Периодична система на елементите	Periodic table
Перм	Perm
Вечна замръзналост	Permafrost
Пермутация	Permutation
Вечен двигател	Perpetual motion
Персефона	Persephone
Персеполис	Persepolis
Персей (митология)	Perseus
Персей (съзвездие)	Perseus (constellation)
Персийска империя	Persian Empire
Персийски залив	Persian Gulf
PDA	Personal digital assistant
Пърт (Западна Австралия)	Perth
Перу	Peru
Категория:Перу	Peru
Пестицид	Pesticide
Пиер Абелар	Peter Abelard
Петер Паул Рубенс	Peter Paul Rubens
Франческо Петрарка	Petrarch
Нефт	Petroleum
Фанерозой	Phanerozoic
Фараон	Pharaoh
Фармакология	Pharmacology
Категория:Фармакология	Pharmacology
Гълтач	Pharynx
Фенол	Phenol
Фенотип	Phenotype
Фенилаланин	Phenylalanine
Фи	Phi (letter)
Филаделфия	Philadelphia
Филателия	Philately
Категория:Филателия	Philately
Филип II (Македония)	Philip II of Macedon
Филип II Испански	Philip II of Spain
