French	English
Moyen Âge	Middle Ages
Catégorie:Moyen Âge	Middle Ages
Moyen-Orient	Middle East
Catégorie:Moyen-Orient	Middle East
Soleil de minuit	Midnight sun
Migraine	Migraine
Miguel de Cervantes	Miguel de Cervantes
Mike Tyson	Mike Tyson
Mikhaïl Aleksandrovitch Bakounine	Mikhail Bakunin
Mikhaïl Glinka	Mikhail Glinka
Mikhaïl Gorbatchev	Mikhail Gorbachev
Milan	Milan
Mille (unité)	Mile
Miles Davis	Miles Davis
Catégorie:Armée	Military
Grade militaire	Military rank
Lait	Milk
Voie lactée	Milky Way
Millard Fillmore	Millard Fillmore
Millénaire	Millennium
Million	Million
Diplopoda	Millipede
Milton Friedman	Milton Friedman
Milwaukee	Milwaukee
Minaret	Minaret
Mindanao	Mindanao
Minéral	Mineral
Eau minérale	Mineral water
Minéralogie	Mineralogy
Catégorie:Minéralogie	Mineralogy
Minerve (mythologie)	Minerva
Dynastie Ming	Ming Dynasty
Minimalisme	Minimalism
Mine (gisement)	Mining
Ministre	Minister (government)
Minneapolis	Minneapolis
Minnesota	Minnesota
Catégorie:Minnesota	Minnesota
Civilisation minoenne	Minoan civilization
Mode (musique tonale)#Mode mineur	Minor scale
Minos	Minos
Minotaure	Minotaur
Minsk	Minsk
Minute (temps)	Minute
Miocène	Miocene
Miracle	Miracle
Miroir	Mirror
Mishna	Mishnah
Catégorie:Mississippi	Mississippi
Mississippi (fleuve)	Mississippi River
Missouri (État)	Missouri
Catégorie:Missouri	Missouri
Missouri (rivière)	Missouri River
Mitochondrie	Mitochondrion
Mnémosyne	Mnemosyne
Téléphone mobile	Mobile phone
Modem	Modem
Modernité	Modernism
Modeste Moussorgski	Modest Mussorgsky
Modulation du signal	Modulation
Mogadiscio	Mogadishu
Moires	Moirae
Moisissure	Mold
Moldavie	Moldova
Catégorie:Moldavie	Moldova
Mole (unité)	Mole (unit)
Biologie moléculaire	Molecular biology
Catégorie:Biologie moléculaire	Molecular biology
Molécule	Molecule
Molise	Molise
Mollusca	Mollusca
Cocktail Molotov	Molotov cocktail
Molybdène	Molybdenum
Mombasa	Mombasa
Quantité de mouvement	Momentum
Monaco	Monaco
Catégorie:Monaco	Monaco
Monarque	Monarch
Monarque	Monarchy
Catégorie:Monarchie	Monarchy
Monastère	Monastery
Lundi	Monday
Monnaie	Money
Mongolie	Mongolia
Catégorie:Mongolie	Mongolia
Herpestinae	Mongoose
Monica Seles	Monica Seles
Monisme	Monism
Monocotylédone	Monocotyledon
Monomère	Monomer
Monopole	Monopoly
Monopoly	Monopoly (game)
Ose	Monosaccharide
Glutamate monosodique	Monosodium glutamate
Monothéisme	Monotheism
Monotremata	Monotreme
Doctrine Monroe	Monroe Doctrine
Monrovia	Monrovia
Mons	Mons
Mousson	Monsoon
Mont Blanc	Mont Blanc
Montana	Montana
Catégorie:Montana	Montana
Monte-Carlo	Monte Carlo
Monténégro	Montenegro
Catégorie:Monténégro	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery	Montgomery
Mois	Month
Montpelier	Montpelier
Montréal	Montreal
Montserrat	Montserrat
Lune	Moon
Élan	Moose
Morale	Morality
Moravie	Moravia
Maroc	Morocco
Catégorie:Maroc	Morocco
Morphème	Morpheme
Morphine	Morphine
Morphologie	Morphology
Morphologie (linguistique)	Morphology (linguistics)
Alphabet morse	Morse code
Mortier (arme)	Mortar (weapon)
Mosaïque (art)	Mosaic
Moscou	Moscow
Catégorie:Moscou	Moscow
Moselle (département)	Moselle
Moïse	Moses
Moshe Dayan	Moshe Dayan
Mosquée	Mosque
Culicidae	Mosquito
Bryophyta	Moss
Mossad	Mossad
Mossoul	Mosul
Motet	Motet
Mère	Mother
Mère Teresa	Mother Teresa
Fête des mères	Mother's Day
Mouvement (mécanique)	Motion (physics)
Motocyclette	Motorcycle
Devise (phrase)	Motto
Mont Ararat	Mount Ararat
Mont Athos	Mount Athos
Etna	Mount Etna
Everest	Mount Everest
Mont Fuji	Mount Fuji
Kilimandjaro	Mount Kilimanjaro
Mont McKinley	Mount McKinley
Mont Olympe	Mount Olympus
Pinatubo	Mount Pinatubo
Mont Rushmore	Mount Rushmore
Mont Saint Helens	Mount St. Helens
Vésuve	Mount Vesuvius
Montagne	Mountain
Vélo tout terrain	Mountain bike
Col de montagne	Mountain pass
Cordillère	Mountain range
Mus (genre)	Mouse
Souris (informatique)	Mouse (computing)
Mozambique	Mozambique
Catégorie:Mozambique	Mozambique
Mu (lettre grecque)	Mu (letter)
Muezzin	Muezzin
Mahomet	Muhammad
Muhammad Ali (boxeur)	Muhammad Ali
Mûrier	Mulberry
Mulet	Mule
Multimédia	Multimedia
Sclérose en plaques	Multiple sclerosis
Produit (mathématiques)	Multiplication
Mumbaï	Mumbai
Momie	Mummy
Munich	Munich
Municipalité	Municipality
Muon	Muon
Mourmansk	Murmansk
Loi de Murphy	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Bananier	Musa (genus)
Mouche (constellation)	Musca
Mascate	Muscat
Muscle	Muscle
Muses	Muse
Musée	Museum
Champignon	Mushroom
Musique	Music
Catégorie:Musique	Music
Musical Instrument Digital Interface	Musical Instrument Digital Interface
Instrument de musique	Musical instrument
Échelle musicale	Musical scale
Musicien	Musician
Musicologie	Musicology
Mousquet	Musket
Mustelidae	Mustelidae
Mutation (génétique)	Mutation
Cygne tuberculé	Mute Swan
Catégorie:Myanmar	Myanmar
Mycènes	Mycenae
Mycologie	Mycology
Catégorie:Mycologie	Mycology
Infarctus du myocarde	Myocardial infarction
Myopie	Myopia
Myriapoda	Myriapoda
Mysticisme	Mysticism
Mythe	Myth
Mythologie	Mythology
Catégorie:Mythologie	Mythology
N (lettre)	N
Ndjamena	N'Djamena
NASDAQ	NASDAQ
Organisation du traité de l'Atlantique Nord	NATO
Catégorie:Organisation du traité de l'Atlantique Nord	NATO
Nadine Gordimer	Nadine Gordimer
Nagasaki	Nagasaki
Nagoya	Nagoya
Nahuatl	Nahuatl
Ongle	Nail (anatomy)
Clou (fixation)	Nail (fastener)
Nairobi	Nairobi
Désert de Namib	Namib Desert
Namibie	Namibia
Catégorie:Namibie	Namibia
Namur	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nankin	Nanjing
Nanotechnologie	Nanotechnology
Nantes	Nantes
Napalm	Napalm
Naples	Naples
Guerres napoléoniennes	Napoleonic Wars
Narcisse (mythologie)	Narcissus (mythology)
Nashville	Nashville
Nassau (Bahamas)	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Nation	Nation
National Security Agency	National Security Agency
Hymne national	National anthem
Parc national	National park
Nationalisme	Nationalism
Catégorie:Nationalisme	Nationalism
Gaz naturel	Natural gas
Traitement automatique des langues	Natural language processing
Entier naturel	Natural number
Sciences naturelles	Natural science
Sélection naturelle	Natural selection
Nature	Nature
Catégorie:Nature	Nature
Naturisme	Naturism
Nauru	Nauru
Catégorie:Nauru	Nauru
Mille marin	Nautical mile
Catégorie:Navigation	Navigation
Navigation	Navigation
Marine militaire	Navy
Nazareth	Nazareth
Troisième Reich	Nazi Germany
Catégorie:Troisième Reich	Nazi Germany
Parti national-socialiste des travailleurs allemands	Nazi Party
Catégorie:Nazisme	Nazism
Homme de Néandertal	Neanderthal
Nebraska	Nebraska
Catégorie:Nebraska	Nebraska
Nabuchodonosor II	Nebuchadrezzar II
Nébuleuse	Nebula
Neckar	Neckar
Cravate	Necktie
Néfertiti	Nefertiti
Néguev	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nematoda	Nematode
Lion de Némée	Nemean Lion
Némésis	Nemesis (mythology)
Néodyme	Neodymium
Néolithique	Neolithic
Néologisme	Neologism
Néon	Neon
Néoplatonisme	Neoplatonism
Népal	Nepal
Catégorie:Népal	Nepal
Nephtys	Nephthys
Neptune (planète)	Neptune
Neptunium	Neptunium
Néréide (lune)	Nereid (moon)
Néron	Nero
Nerva	Nerva
Système nerveux	Nervous system
Catégorie:Système nerveux	Nervous system
Nid	Nest
Nestorianisme	Nestorianism
Pays-Bas	Netherlands
Catégorie:Pays-Bas	Netherlands
Antilles néerlandaises	Netherlands Antilles
Topologie de réseau	Network topology
Neurologie	Neurology
Catégorie:Neurologie	Neurology
Neurone	Neuron
Neurotransmetteur	Neurotransmitter
Neutrino	Neutrino
Neutron	Neutron
Étoile à neutrons	Neutron star
Neva	Neva River
Nevada	Nevada
Catégorie:Nevada	Nevada
Arthur Neville Chamberlain	Neville Chamberlain
Nouveau-Brunswick	New Brunswick
Nouvelle-Calédonie	New Caledonia
New Delhi	New Delhi
Nouvelle-Angleterre	New England
Nouvelle-Guinée	New Guinea
New Hampshire	New Hampshire
Catégorie:New Hampshire	New Hampshire
New Jersey	New Jersey
Catégorie:New Jersey	New Jersey
Nouveau-Mexique	New Mexico
Catégorie:Nouveau-Mexique	New Mexico
La Nouvelle-Orléans	New Orleans
Nouvelle-Galles du Sud	New South Wales
Nouveau Testament	New Testament
Nouveau Monde	New World
Jour de l'an	New Year
État de New York	New York
Catégorie:État de New York	New York
New York (homonymie)	New York (disambiguation)
New York	New York City
Catégorie:New York	New York City
New York Stock Exchange	New York Stock Exchange
Nouvelle-Zélande	New Zealand
Catégorie:Nouvelle-Zélande	New Zealand
Newark (New Jersey)	Newark
Terre-Neuve	Newfoundland (island)
Terre-Neuve-et-Labrador	Newfoundland and Labrador
Newport (pays de Galles)	Newport
Newton (unité)	Newton
Vitamine B3	Niacin
Chutes Niagara	Niagara Falls
Niamey	Niamey
Nicaragua	Nicaragua
Catégorie:Nicaragua	Nicaragua
Nice	Nice
Symbole de Nicée	Nicene Creed
Nikola Petrović-Njegoš	Nicholas
Nickel	Nickel
Nicolas Poussin	Nicolas Poussin
Nicolas Copernic	Nicolaus Copernicus
Nicosie	Nicosia
Nicotine	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Catégorie:Niger	Niger
Niger (fleuve)	Niger River
Nigeria	Nigeria
Catégorie:Nigeria	Nigeria
Nuit	Night
Rossignol philomèle	Nightingale
Nihilisme	Nihilism
Nimègue	Nijmegen
Nike	Nike
Niké	Nike (mythology)
Nikita Khrouchtchev	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nil	Nile
Crocodile du Nil	Nile crocodile
Ninive	Nineveh
Ninja	Ninja
Niobium	Niobium
Nirvāna	Nirvana
Acide nitrique	Nitric acid
Azote	Nitrogen
Nitroglycérine	Nitroglycerin
Nix (lune)	Nix (moon)
Njörd	Njord
Noé (patriarche)	Noah
Noam Chomsky	Noam Chomsky
Prix Nobel	Nobel Prize
Catégorie:Prix Nobel	Nobel Prize
Nobélium	Nobelium
Noblesse	Nobility
Catégorie:Noblesse	Nobility
Gaz noble	Noble gas
Nomadisme	Nomad
Nominatif	Nominative case
Non-métal	Nonmetal
Norfolk (comté)	Norfolk
Île Norfolk	Norfolk Island
Règle (constellation)	Norma (constellation)
Loi normale	Normal distribution
Norman Mailer	Norman Mailer
Normandie	Normandy
Nornes	Norn
Mythologie nordique	Norse mythology
Catégorie:Mythologie nordique	Norse mythology
Nord	North
Afrique du Nord	North Africa
Amérique du Nord	North America
Catégorie:Amérique du Nord	North America
Caroline du Nord	North Carolina
Catégorie:Caroline du Nord	North Carolina
Dakota du Nord	North Dakota
Catégorie:Dakota du Nord	North Dakota
Île du Nord	North Island
Corée du Nord	North Korea
Catégorie:Corée du Nord	North Korea
Pôle Nord	North Pole
Mer du Nord	North Sea
Yorkshire du Nord	North Yorkshire
Europe du Nord	Northern Europe
Hémisphère Nord	Northern Hemisphere
Irlande du Nord	Northern Ireland
Catégorie:Irlande du Nord	Northern Ireland
Îles Mariannes du Nord	Northern Mariana Islands
Territoire du Nord	Northern Territory
Grand brochet	Northern pike
Territoires du Nord-Ouest	Northwest Territories
Norvège	Norway
Catégorie:Norvège	Norway
Mer de Norvège	Norwegian Sea
Couronne norvégienne	Norwegian krone
Nez	Nose
Nostradamus	Nostradamus
Note de musique	Note
Nouakchott	Nouakchott
Nom	Noun
Nouvelle-Écosse	Nova Scotia
Nouvelle-Zemble	Novaya Zemlya
Roman (littérature)	Novel
Novembre	November
1er novembre	November 1
11 novembre	November 11
2 novembre	November 2
5 novembre	November 5
Novial	Novial
Novossibirsk	Novosibirsk
Nu (lettre grecque)	Nu (letter)
Fission nucléaire	Nuclear fission
Fusion nucléaire	Nuclear fusion
Physique nucléaire	Nuclear physics
Catégorie:Physique nucléaire	Nuclear physics
Énergie nucléaire	Nuclear power
Arme nucléaire	Nuclear weapon
Acide nucléique	Nucleic acid
Nucléon	Nucleon
Nucléotide	Nucleotide
Nombre	Number
Catégorie:Nombre	Numbers
Numidie	Numidia
Numismatique	Numismatics
Catégorie:Numismatique	Numismatics
Nunavut	Nunavut
Nuremberg	Nuremberg
Fruit sec	Nut (fruit)
Muscadier	Nutmeg
Catégorie:Nutrition	Nutrition
Nymphe grecque	Nymph
Nymphaeaceae	Nymphaeaceae
Nyx	Nyx (mythology)
O (lettre)	O
Organisation des pays exportateurs de pétrole	OPEC
Oahu	Oahu
Chêne	Oak
Oakland (Californie)	Oakland
Oasis	Oasis
Avoine cultivée	Oat
État d'Oaxaca	Oaxaca
Ob	Ob River
Obélisque	Obelisk
Obésité	Obesity
Programmation orientée objet	Object-oriented programming
Hautbois	Oboe
Observatoire astronomique	Observatory
Obsidienne	Obsidian
Rasoir d'Occam	Occam's razor
Océan	Ocean
Courant marin	Ocean current
Océanie	Oceania
Catégorie:Océanie	Oceania
Océanides	Oceanid
Océanographie	Oceanography
Catégorie:Océanographie	Oceanography
Océan (mythologie)	Oceanus
Système octal	Octal
Octant	Octans
Octave (musique)	Octave
Octobre	October
12 octobre	October 12
24 octobre	October 24
Révolution d'Octobre	October Revolution
Pieuvre	Octopus
Ode	Ode
Oder	Oder River
Odessa	Odessa
Odin	Odin
Odonata	Odonata
Ulysse	Odysseus
Odyssée	Odyssey
Œdipe	Oedipus
Loi 11 du football : le hors-jeu	Offside (football)
Ohio	Ohio
Catégorie:Ohio	Ohio
Ohm (unité)	Ohm
Loi d'Ohm	Ohm's law
Huile	Oil
Huile	Oil (disambiguation)
Peinture à l'huile	Oil painting
Okapi	Okapi
Oklahoma	Oklahoma
Catégorie:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Vieux slave	Old Church Slavonic
Vieux norrois	Old Norse
Ancien Testament	Old Testament
Oligarchie	Oligarchy
Oligocène	Oligocene
Oligopole	Oligopoly
Olivier européen	Olive
Huile d'olive	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Olivine	Olivine
Olympia (Washington)	Olympia
Olympie	Olympia
Jeux olympiques	Olympic Games
Catégorie:Jeux Olympiques	Olympics
Omaha (Nebraska)	Omaha
Oman	Oman
Catégorie:Oman	Oman
Oméga	Omega
Omicron	Omicron
Omsk	Omsk
Catégorie:Cancérologie	Oncology
Oignon	Onion
Onomastique	Onomastics
Ontario	Ontario
Catégorie:Ontario	Ontario
Ontologie (philosophie)	Ontology
Nuage d'Oort	Oort cloud
Opale	Opal
Opel	Opel
Opéra (musique)	Opera
Opera	Opera (Internet suite)
Système d'exploitation	Operating system
Opérette	Operetta
Ophiuchus	Ophiuchus
Opium	Opium
Fibre optique	Optical fiber
Illusion d'optique	Optical illusion
Optique	Optics
Catégorie:Optique	Optics
Optimisation (mathématiques)	Optimization (mathematics)
Coït buccal	Oral sex
Orange (couleur)	Orange (colour)
Orange (fruit)	Orange (fruit)
Orang-outan	Orangutan
Oratorio	Oratorio
Orbite	Orbit
Orque	Orca
Orchestre	Orchestra
Orchidaceae	Orchidaceae
Ordre (biologie)	Order (biology)
Ordre de Saint-Benoît	Order of Saint Benedict
Ordovicien	Ordovician
Origan	Oregano
Oregon	Oregon
Catégorie:Oregon	Oregon
Oreste	Orestes (mythology)
Organe	Organ (anatomy)
Orgue	Organ (music)
Organite	Organelle
Chimie organique	Organic chemistry
Catégorie:Chimie organique	Organic chemistry
composé organique	Organic compound
Organisme vivant	Organism
Organisation	Organization
Organisation des États américains	Organization of American States
Orgasme	Orgasm
Origami	Origami
Origène	Origen
Péché originel	Original sin
Orénoque	Orinoco
Orion (constellation)	Orion (constellation)
Orissa	Orissa
Orlando (Floride)	Orlando
Ornithologie	Ornithology
Catégorie:Ornithologie	Ornithology
Orphée	Orpheus
Orson Welles	Orson Welles
Orthographe	Orthography
Ōsaka	Osaka
Oussama Ben Laden	Osama bin Laden
Oscar Wilde	Oscar Wilde
Oscillation	Oscillation
Osiris	Osiris
Oslo	Oslo
Osman Ier	Osman I
Osmium	Osmium
Balbuzard pêcheur	Osprey
Osteichthyes	Osteichthyes
Ostéoporose	Osteoporosis
Ostrava	Ostrava
Autruche	Ostrich
Othello ou le Maure de Venise	Othello
Othon (empereur romain)	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otton Ier du Saint-Empire	Otto I
Otto von Bismarck	Otto von Bismarck
Empire ottoman	Ottoman Empire
Catégorie:Empire ottoman	Ottoman Empire
Once	Ounce
Ovaire (anatomie)	Ovary
Ovide	Ovid
Oviedo	Oviedo
Ovis	Ovis
Ovule	Ovum
Strigiformes	Owl
Oxford	Oxford
État d'oxydation	Oxidation state
Oxyde	Oxide
Oxygène	Oxygen
Oxymore	Oxymoron
Ocytocine	Oxytocin
Ozone	Ozone
Couche d'ozone	Ozone layer
P (lettre)	P
Phase Alternated Line	PAL
Potentiel hydrogène	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Océan Pacifique	Pacific Ocean
Catégorie:Océan Pacifique	Pacific Ocean
Pacifisme	Pacifism
Padoue	Padua
Paganisme	Paganism
Catégorie:Peinture	Painting
Pakistan	Pakistan
Catégorie:Pakistan	Pakistan
Château de Versailles	Palace of Versailles
Palaos	Palau
Catégorie:Palaos	Palau
Paléocène	Paleocene
Paléolithique	Paleolithic
Paléontologie	Paleontology
Catégorie:Paléontologie	Paleontology
Paléozoïque	Paleozoic
Palerme	Palermo
Palestine	Palestine
Catégorie:Palestine	Palestine
Organisation de libération de la Palestine	Palestine Liberation Organization
Autorité palestinienne	Palestinian National Authority
Pâli	Pali
Palindrome	Palindrome
Palladium (chimie)	Palladium
Dimanche des Rameaux	Palm Sunday
Palmyre	Palmyra
Pamir	Pamir Mountains
Pan (mythologie)	Pan (mythology)
Panamá	Panama
Catégorie:Panamá	Panama
Canal de Panamá	Panama Canal
Panamá (ville)	Panama City
Pancréas	Pancreas
Pandémie	Pandemic
Pandore	Pandora
Pangée (continent)	Pangaea
Panthéisme	Pantheism
Panthéon de Rome	Pantheon
Panthera	Panthera
États pontificaux	Papal States
Papouasie-Nouvelle-Guinée	Papua New Guinea
Catégorie:Papouasie-Nouvelle-Guinée	Papua New Guinea
Papyrus (papier)	Papyrus
Parabole	Parabola
Paracelse	Paracelsus
Parachute	Parachute
Paradigme	Paradigm
Paradoxe	Paradox
Parapente	Paragliding
Paraguay	Paraguay
Catégorie:Paraguay	Paraguay
Parallaxe	Parallax
Parallélogramme	Parallelogram
Paramaribo	Paramaribo
Paranoïa	Paranoia
Paraphilie	Paraphilia
Parapsychologie	Parapsychology
Parasitisme	Parasitism
Parchemin	Parchment
Paris	Paris
Catégorie:Paris	Paris
Pâris	Paris (mythology)
Parité (arithmétique)	Parity (mathematics)
Maladie de Parkinson	Parkinson's disease
Parlement	Parliament
Parménide	Parmenides
Parodie	Parody
Parsec	Parsec
Persil	Parsley
Parthénon	Parthenon
Parthie	Parthia
Physique des particules	Particle physics
Catégorie:Physique des particules	Particle physics
Pârvatî	Parvati
Pascal	Pascal
Pascal (langage)	Pascal (programming language)
Pascal (unité)	Pascal (unit)
Catégorie:Passériformes	Passeriformes
Passériformes	Passerine
Pessa'h	Passover
Passeport	Passport
Mot de passe	Password
Pasteurisation	Pasteurization
Patagonie	Patagonia
Brevet	Patent
Pathologie	Pathology
Patras	Patras
Patriarche (religion)	Patriarch
Patrick White	Patrick White
Patriotisme	Patriotism
Paul Gauguin	Paul Gauguin
Paul Johann Ludwig von Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paul de Tarse	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Principe d'exclusion de Pauli	Pauli exclusion principle
Paon (constellation)	Pavo (constellation)
Pion (jeu d'échecs)	Pawn (chess)
Pays de la Loire	Pays de la Loire
Pois	Pea
Paix	Peace
Traités de Westphalie	Peace of Westphalia
Pêche (fruit)	Peach
Paon	Peafowl
Arachide	Peanut
Poire	Pear
Perle	Pearl
Pearl Harbor	Pearl Harbor
Tourbe	Peat
Pédagogie	Pedagogy
Catégorie:Pédagogie	Pedagogy
Pédiatrie	Pediatrics
Pédophilie	Pedophilia
Chêne pédonculé	Pedunculate Oak
Pégase (mythologie)	Pegasus
Pégase (constellation)	Pegasus (constellation)
Péloponnèse	Peloponnese
Guerre du Péloponnèse	Peloponnesian War
Crayon mine	Pencil
Pendule (physique)	Pendulum
Pénélope	Penelope
Spheniscidae	Penguin
Pénicilline	Penicillin
Péninsule	Peninsula
Pennsylvanie	Pennsylvania
Catégorie:Pennsylvanie	Pennsylvania
Pentagone (figure)	Pentagon
Pentagramme	Pentagram
Pentecôte	Pentecost
Pentecôtisme	Pentecostalism
Catégorie:Personnalité	People
République populaire de Chine	People's Republic of China
Pépin le Bref	Pepin the Short
Pepsi-Cola	Pepsi
Peptide	Peptide
Pourcentage	Percentage
Perception	Perception
Perciformes	Perciformes
Instrument de percussion	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Faucon pèlerin	Peregrine Falcon
Perestroïka	Perestroika
Parfum	Perfume
Périclès	Pericles
Période du tableau périodique	Period (periodic table)
Tableau périodique des éléments	Periodic table
Perm	Perm
Pergélisol	Permafrost
Permien	Permian
Permutation	Permutation
Pernambouc (État)	Pernambuco
Mouvement perpétuel	Perpetual motion
Perséphone	Persephone
Persépolis	Persepolis
Persée	Perseus
Persée (constellation)	Perseus (constellation)
Perse	Persian Empire
Golfe Persique	Persian Gulf
Assistant personnel	Personal digital assistant
Perth (Australie-Occidentale)	Perth
Pérou	Peru
Catégorie:Pérou	Peru
Pesticide	Pesticide
Pierre Abélard	Peter Abelard
Pierre Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Pétrarque	Petrarch
Pétrole	Petroleum
Pétrologie	Petrology
Phanérozoïque	Phanerozoic
Pharaon	Pharaoh
Pharmacologie	Pharmacology
Catégorie:Pharmacologie	Pharmacology
Pharynx	Pharynx
Phase (matière)	Phase (matter)
Phénol (molécule)	Phenol
Phénoménologie	Phenomenology
Phénotype	Phenotype
Phénylalanine	Phenylalanine
Phénylcétonurie	Phenylketonuria
Phi	Phi (letter)
Philadelphie	Philadelphia
Philatélie	Philately
Catégorie:Philatélie	Philately
Philippe II de Macédoine	Philip II of Macedon
Philippe II d'Espagne	Philip II of Spain
Philipp Lenard	Philipp Lenard
Mer des Philippines	Philippine Sea
Philippines	Philippines
Catégorie:Philippines	Philippines
