English	Bulgarian
Oceania	Категория:Океания
Oceanid	Океаниди
Oceanography	Океанография
Oceanography	Категория:Океанография
Oceanus	Океан (митология)
Octave	Октава
October	Октомври
October 12	12 октомври
October 24	24 октомври
October Revolution	Октомврийска революция
Octopus	Октоподи
Ode	Ода
Oder River	Одер
Odessa	Одеса
Odin	Один
Odysseus	Одисей
Odyssey	Одисея
Oedipus	Едип
Ohio	Охайо
Ohio	Категория:Охайо
Ohm	Ом
Ohm's law	Закон на Ом
Oil (disambiguation)	Масло
Okapi	Окапи
Oklahoma	Оклахома
Oklahoma	Категория:Оклахома
Oklahoma City	Оклахома Сити
Oktoberfest	Октоберфест
Old Church Slavonic	Старобългарски език
Old Norse	Нордически език
Old Testament	Стар завет
Oligarchy	Олигархия
Oligopoly	Олигопол
Olive	Маслина
Olive oil	Зехтин
Oliver Cromwell	Оливър Кромуел
Olympia	Олимпия (Вашингтон)
Olympic Games	Олимпийски игри
Olympics	Категория:Олимпийски игри
Omaha	Омаха
Oman	Оман
Oman	Категория:Оман
Omega	Омега
Omicron	Омикрон
Omsk	Омск
Oncology	Категория:Онкология
Onion	Кромид лук
Onomastics	Ономастика
Ontario	Онтарио
Ontology	Онтология
Oort cloud	Облак на Оорт
Opal	Опал
Opel	Опел
Opera	Опера
Opera (Internet suite)	Опера (браузър)
Operating system	Операционна система
Operetta	Оперета
Ophiuchus	Змиеносец (съзвездие)
Optical fiber	Оптично влакно
Optics	Оптика
Optics	Категория:Оптика
Oral sex	Орален секс
Orange (colour)	Оранжев цвят
Orangutan	Орангутани
Oratorio	Оратория
Orbit	Орбита
Orca	Косатка
Orchestra	Оркестър
Orchidaceae	Орхидеи
Order of Saint Benedict	Бенедиктински орден
Oregano	Риган
Oregon	Орегон
Oregon	Категория:Орегон
Orestes (mythology)	Орест
Organ (anatomy)	Орган (анатомия)
Organ (music)	Орган (музика)
Organelle	Клетъчни органели
Organic chemistry	Органична химия
Organic chemistry	Категория:Органична химия
Organic compound	Органично съединение
Organism	Организъм
Organization	Организация
Organization of American States	Организация на американските държави
Orgasm	Оргазъм
Origami	Оригами
Origen	Ориген
Original sin	Първороден грях
Orinoco	Ориноко
Orion (constellation)	Орион (съзвездие)
Orissa	Ориса
Orlando	Орландо
Ornithology	Орнитология
Ornithology	Категория:Орнитология
Orpheus	Орфей
Orthography	Правопис
Osaka	Осака
Osama bin Laden	Осама бин Ладен
Oscar Wilde	Оскар Уайлд
Osiris	Озирис
Oslo	Осло
Osman I	Осман I
Osmium	Осмий
Osprey	Орел рибар
Osteoporosis	Остеопороза
Ostrava	Острава
Ostrich	Щраус
Otho	Отон
Ottawa	Отава
Otto Hahn	Ото Хан
Otto I	Отон I (Свещена Римска империя)
Otto von Bismarck	Ото фон Бисмарк
Ottoman Empire	Османска империя
Ottoman Empire	Категория:Османска империя
Ovary	Яйчник
Ovid	Овидий
Ovum	Яйцеклетка
Owl	Совоподобни
Oxford	Оксфорд
Oxidation state	Степен на окисление
Oxide	Оксид
Oxygen	Кислород
Oxymoron	Оксиморон
Oxytocin	Окситоцин
Ozone	Озон
Ozone layer	Озонов слой
PH	Водороден показател
Pablo Neruda	Пабло Неруда
Pablo Picasso	Пабло Пикасо
Pacific Ocean	Тихи океан
Pacific Ocean	Категория:Тихи океан
Pacifism	Пацифизъм
Padua	Падуа
Paganism	Езичество
Painting	Категория:Живопис
Pakistan	Пакистан
Pakistan	Категория:Пакистан
Palace of Versailles	Версайски дворец
Palau	Палау
Palau	Категория:Палау
Paleolithic	Палеолит
Paleontology	Палеонтология
Paleozoic	Палеозой
Palermo	Палермо
Palestine	Палестина
Palestine	Категория:Палестина
Palestine Liberation Organization	Организация за освобождение на Палестина
Palestinian National Authority	Палестинска автономия
Pali	Пали
Palindrome	Палиндром
Palladium	Паладий
Palm Sunday	Цветница
Palmyra	Тадмор
Pamir Mountains	Памир
Pan (mythology)	Пан
Panama	Панама
Panama	Категория:Панама
Panama Canal	Панамски канал
Panama City	Панама (град)
Pancreas	Панкреас
Pandemic	Пандемия
Pandora	Пандора (митология)
Pangaea	Пангея
Pantheon	Пантеон (Рим)
Papal States	Папска държава
Papua New Guinea	Папуа - Нова Гвинея
Papua New Guinea	Категория:Папуа Нова Гвинея
Papyrus	Папирус
Parabola	Парабола
Paracelsus	Парацелз
Parachute	Парашут
Paradigm	Парадигма
Paragliding	Парапланеризъм
Paraguay	Парагвай
Paraguay	Категория:Парагвай
Parallax	Паралакс
Parallelogram	Успоредник
Paramaribo	Парамарибо
Paranoia	Параноя
Paraphilia	Сексуално отклонение
Parasitism	Паразитизъм
Parchment	Пергамент
Paris	Париж
Paris	Категория:Париж
Paris (mythology)	Парис
Parity (mathematics)	Четни и нечетни числа
Parliament	Парламент
Parmenides	Парменид
Parody	Пародия
Parrot	Папагалоподобни
Parsec	Парсек
Parsley	Магданоз
Parthenon	Партенон
Parthia	Партско царство
Particle physics	Физика на елементарните частици
Particle physics	Категория:Физика на елементарните частици
Parvati	Парвати
Pascal (programming language)	Паскал (език за програмиране)
Pascal (unit)	Паскал (единица)
Passeriformes	Категория:Врабчоподобни
Passerine	Врабчоподобни
Pasteurization	Пастьоризация
Patagonia	Патагония
Patent	Патент
Pathology	Патология
Patras	Патра
Patriarch	Патриарх
Patrick White	Патрик Уайт
Patriotism	Патриотизъм
Paul Gauguin	Пол Гоген
Paul Johann Ludwig von Heyse	Паул фон Хайзе
Paul Klee	Паул Клее
Paul McCartney	Пол Маккартни
Paul Newman	Пол Нюман
Paul Verlaine	Пол Верлен
Paul the Apostle	Павел (апостол)
Paul von Hindenburg	Паул фон Хинденбург
Pauli exclusion principle	Принцип на Паули
Pawn (chess)	Пешка
Peace	Мир
Peace of Westphalia	Вестфалски мирен договор
Peach	Праскова
Peanut	Фъстък
Pear	Круша
Pearl	Перла
Pearl Harbor	Пърл Харбър
Pedagogy	Педагогика
Pedagogy	Категория:Педагогика
Pedophilia	Педофилия
Pedunculate Oak	Обикновен дъб
Pegasus	Пегас
Pegasus (constellation)	Пегас (съзвездие)
Peloponnese	Пелопонес
Peloponnesian War	Пелопонески войни
Pencil	Молив
Pendulum	Махало
Penelope	Пенелопа
Penguin	Пингвинови
Penicillin	Пеницилин
Peninsula	Полуостров
Pennsylvania	Пенсилвания
Pennsylvania	Категория:Пенсилвания
Pentagram	Пентаграм
Pentecost	Петдесетница
People	Категория:Хора
People's Republic of China	Китайска народна република
Pepin the Short	Пипин III
Pepsi	Пепси
Peptide	Полипептид
Percentage	Процент
Perception	Възприятие
Perciformes	Бодлоперки
Percussion instrument	Ударен музикален инструмент
Percy Bysshe Shelley	Пърси Шели
Peregrine Falcon	Сокол скитник
Perestroika	Перестройка
Pericles	Перикъл
Period (periodic table)	Период на периодичната система
Periodic table	Периодична система на елементите
Perm	Перм
Permafrost	Вечна замръзналост
Permutation	Пермутация
Perpetual motion	Вечен двигател
Persephone	Персефона
Persepolis	Персеполис
Perseus	Персей (митология)
Perseus (constellation)	Персей (съзвездие)
Persian Empire	Персийска империя
Persian Gulf	Персийски залив
Personal digital assistant	PDA
Perth	Пърт (Западна Австралия)
Peru	Перу
Peru	Категория:Перу
Pesticide	Пестицид
Peter Abelard	Пиер Абелар
Peter Paul Rubens	Петер Паул Рубенс
Petrarch	Франческо Петрарка
Petroleum	Нефт
Phanerozoic	Фанерозой
Pharaoh	Фараон
Pharmacology	Фармакология
Pharmacology	Категория:Фармакология
Pharynx	Гълтач
Phenol	Фенол
Phenotype	Фенотип
Phenylalanine	Фенилаланин
Phi (letter)	Фи
Philadelphia	Филаделфия
Philately	Филателия
Philately	Категория:Филателия
Philip II of Macedon	Филип II (Македония)
Philip II of Spain	Филип II Испански
Philipp Lenard	Филип Ленард
Philippine Sea	Филипинско море
Philippines	Филипини
Philippines	Категория:Филипини
Philology	Филология
Philology	Категория:Филология
Philosopher's stone	Философски камък
Philosophy	Философия
Philosophy	Категория:Философия
Philosophy	Портал:Философия
Phnom Penh	Пном Пен
Phobia	Фобия
Phobos (moon)	Фобос (спътник)
Phoenicia	Финикия
Phoenix	Финикс (Аризона)
Phoenix (constellation)	Феникс (съзвездие)
