Polish	English
Kategoria:Wojsko	Military
Stopień wojskowy	Military rank
Mleko	Milk
Droga Mleczna	Milky Way
Millard Fillmore	Millard Fillmore
Tysiąclecie	Millennium
Milimetr	Millimetre
Milion	Million
Dwuparce	Millipede
Milton Friedman	Milton Friedman
Milwaukee (Wisconsin)	Milwaukee
Minaret	Minaret
Mindanao	Mindanao
Minerał	Mineral
Woda mineralna	Mineral water
Mineralogia	Mineralogy
Kategoria:Mineralogia	Mineralogy
Minerwa	Minerva
Dynastia Ming	Ming Dynasty
Minimalizm (sztuka)	Minimalism
Górnictwo	Mining
Minister (urząd)	Minister (government)
Minneapolis (Minnesota)	Minneapolis
Minnesota	Minnesota
Kategoria:Minnesota	Minnesota
Kultura minojska	Minoan civilization
Skala molowa	Minor scale
Minos	Minos
Minotaur (mitologia)	Minotaur
Mińsk	Minsk
Minuta	Minute
Miocen	Miocene
Cud	Miracle
Lustro	Mirror
Miszna	Mishnah
Kategoria:Missisipi	Mississippi
Missisipi (rzeka)	Mississippi River
Missouri (stan w USA)	Missouri
Kategoria:Missouri	Missouri
Missouri (rzeka)	Missouri River
Mitochondrium	Mitochondrion
Mnemosyne	Mnemosyne
Telefon komórkowy	Mobile phone
Modem	Modem
Modernizm (sztuka)	Modernism
Modest Musorgski	Modest Mussorgsky
Modulacja	Modulation
Mogadiszu	Mogadishu
Mojry	Moirae
Pleśń	Mold
Mołdawia	Moldova
Kategoria:Mołdawia	Moldova
Mol	Mole (unit)
Biologia molekularna	Molecular biology
Kategoria:Biologia molekularna	Molecular biology
Cząsteczka	Molecule
Molise	Molise
Mięczaki	Mollusca
Butelka zapalająca	Molotov cocktail
Molibden	Molybdenum
Mombasa	Mombasa
Pęd (fizyka)	Momentum
Monako	Monaco
Kategoria:Monako	Monaco
Monarcha	Monarch
Monarchia	Monarchy
Klasztor	Monastery
Poniedziałek	Monday
Pieniądz	Money
Mongolia	Mongolia
Kategoria:Mongolia	Mongolia
Mangustowate	Mongoose
Monica Seles	Monica Seles
Monizm	Monism
Jednoliścienne	Monocotyledon
Monomery	Monomer
Monopol	Monopoly
Monopoly	Monopoly (game)
Cukry proste	Monosaccharide
Glutaminian sodu	Monosodium glutamate
Monoteizm	Monotheism
Stekowce	Monotreme
Doktryna Monroe'a	Monroe Doctrine
Monrovia	Monrovia
Mons	Mons
Monsun	Monsoon
Mont Blanc	Mont Blanc
Montana	Montana
Kategoria:Montana	Montana
Monte Carlo	Monte Carlo
Czarnogóra	Montenegro
Kategoria:Czarnogóra	Montenegro
Monterrey	Monterrey
Montevideo	Montevideo
Montgomery (Alabama)	Montgomery
Miesiąc	Month
Montpelier (Vermont)	Montpelier
Montreal	Montreal
Montserrat (wyspa)	Montserrat
Księżyc	Moon
Łoś	Moose
Moralność	Morality
Morawy	Moravia
Maroko	Morocco
Kategoria:Maroko	Morocco
Morfem	Morpheme
Morfina	Morphine
Morfologia	Morphology
Morfologia (językoznawstwo)	Morphology (linguistics)
Alfabet Morse'a	Morse code
Moździerz	Mortar (weapon)
Mozaika	Mosaic
Moskwa	Moscow
Kategoria:Moskwa	Moscow
Moselle	Moselle
Mojżesz	Moses
Mosze Dajan	Moshe Dayan
Meczet	Mosque
Komarowate	Mosquito
Mchy	Moss
Mossad	Mossad
Mosul	Mosul
Motet	Motet
Matka	Mother
Matka Teresa z Kalkuty	Mother Teresa
Dzień Matki	Mother's Day
Ruch (fizyka)	Motion (physics)
Motocykl	Motorcycle
Motto	Motto
Ararat	Mount Ararat
Athos	Mount Athos
Etna	Mount Etna
Mount Everest	Mount Everest
Fudżi	Mount Fuji
Kilimandżaro	Mount Kilimanjaro
McKinley	Mount McKinley
Olimp	Mount Olympus
Pinatubo	Mount Pinatubo
Mount Rushmore	Mount Rushmore
Mount St. Helens	Mount St. Helens
Wezuwiusz	Mount Vesuvius
Góra	Mountain
Rower górski	Mountain bike
Przełęcz	Mountain pass
Łańcuch górski	Mountain range
Mysz	Mouse
Mysz komputerowa	Mouse (computing)
Mozambik	Mozambique
Kategoria:Mozambik	Mozambique
My (litera)	Mu (letter)
Muezin	Muezzin
Mahomet	Muhammad
Muhammad Ali (bokser)	Muhammad Ali
Morwa	Mulberry
Muł (ssak)	Mule
Multimedia	Multimedia
Stwardnienie rozsiane	Multiple sclerosis
Mnożenie	Multiplication
Bombaj	Mumbai
Mumia	Mummy
Monachium	Munich
Gmina (ujednoznacznienie)	Municipality
Mion	Muon
Murmańsk	Murmansk
Prawa Murphy'ego	Murphy's law
Murray Gell-Mann	Murray Gell-Mann
Banan	Musa (genus)
Mucha (gwiazdozbiór)	Musca
Maskat	Muscat
Mięsień	Muscle
Muza	Muse
Muzeum	Museum
Owocnik	Mushroom
Muzyka	Music
Kategoria:Muzyka	Music
MIDI	Musical Instrument Digital Interface
Instrument muzyczny	Musical instrument
Skala (muzyka)	Musical scale
Muzyk	Musician
Muzykologia	Musicology
Muszkiet	Musket
Łasicowate	Mustelidae
Mutacja	Mutation
Łabędź niemy	Mute Swan
Kategoria:Birma	Myanmar
Mykeny	Mycenae
Mikologia	Mycology
Kategoria:Mikologia	Mycology
Zawał mięśnia sercowego	Myocardial infarction
Krótkowzroczność	Myopia
Wije	Myriapoda
Mistycyzm	Mysticism
Mit	Myth
Mitologia	Mythology
Kategoria:Mitologia	Mythology
N	N
Ndżamena	N'Djamena
NASDAQ	NASDAQ
NATO	NATO
Kategoria:NATO	NATO
Nadine Gordimer	Nadine Gordimer
Nadir (astronomia)	Nadir
Nagasaki	Nagasaki
Nagoja	Nagoya
Język nahuatl	Nahuatl
Paznokieć	Nail (anatomy)
Gwóźdź	Nail (fastener)
Nairobi	Nairobi
Namib	Namib Desert
Namibia	Namibia
Kategoria:Namibia	Namibia
Namur (miasto)	Namur (city)
Nancy	Nancy
Nanga Parbat	Nanga Parbat
Nankin	Nanjing
Nanotechnologia	Nanotechnology
Nantes	Nantes
Napalm	Napalm
Neapol	Naples
Wojny napoleońskie	Napoleonic Wars
Narcyz (mitologia grecka)	Narcissus (mythology)
Nashville (Tennessee)	Nashville
Nassau (Bahamy)	Nassau
Nathaniel Hawthorne	Nathaniel Hawthorne
Naród	Nation
National Security Agency	National Security Agency
Hymn państwowy	National anthem
Park narodowy	National park
Nacjonalizm	Nationalism
Kategoria:Nacjonalizm	Nationalism
Gaz ziemny	Natural gas
Analiza języka naturalnego	Natural language processing
Liczby naturalne	Natural number
Nauki przyrodnicze	Natural science
Dobór naturalny	Natural selection
Natura	Nature
Naturyzm	Naturism
Nauru	Nauru
Kategoria:Nauru	Nauru
Mila morska	Nautical mile
Kategoria:Nawigacja	Navigation
Nawigacja	Navigation
Marynarka wojenna	Navy
Nazaret	Nazareth
III Rzesza	Nazi Germany
Kategoria:III Rzesza	Nazi Germany
Narodowosocjalistyczna Niemiecka Partia Robotników	Nazi Party
Kategoria:Nazizm	Nazism
Neandertalczyk	Neanderthal
Nebraska	Nebraska
Kategoria:Nebraska	Nebraska
Nabuchodonozor II	Nebuchadrezzar II
Mgławica	Nebula
Neckar	Neckar
Krawat	Necktie
Nefertiti	Nefertiti
Pustynia Negew	Negev
Neil Armstrong	Neil Armstrong
Nelson Mandela	Nelson Mandela
Nicienie	Nematode
Lew nemejski	Nemean Lion
Nemezis	Nemesis (mythology)
Neodym	Neodymium
Neolit	Neolithic
Neologizm	Neologism
Neon (pierwiastek)	Neon
Neoplatonizm	Neoplatonism
Nepal	Nepal
Kategoria:Nepal	Nepal
Neftyda	Nephthys
Neptun	Neptune
Neptun (pierwiastek)	Neptunium
Nereida (księżyc)	Nereid (moon)
Neron	Nero
Nerwa	Nerva
Układ nerwowy człowieka	Nervous system
Kategoria:Układ nerwowy człowieka	Nervous system
Gniazdo (etologia)	Nest
Nestorianizm	Nestorianism
Holandia	Netherlands
Kategoria:Holandia	Netherlands
Antyle Holenderskie	Netherlands Antilles
Topologia sieci komputerowej	Network topology
Neurologia	Neurology
Kategoria:Neurologia	Neurology
Neuron	Neuron
Neuroprzekaźnik	Neurotransmitter
Neutrino	Neutrino
Neutron	Neutron
Gwiazda neutronowa	Neutron star
Newa	Neva River
Nevada	Nevada
Kategoria:Nevada	Nevada
Neville Chamberlain	Neville Chamberlain
Nowy Brunszwik	New Brunswick
Nowa Kaledonia	New Caledonia
Nowe Delhi	New Delhi
Nowa Anglia	New England
Nowa Gwinea	New Guinea
New Hampshire	New Hampshire
Kategoria:New Hampshire	New Hampshire
New Jersey	New Jersey
Kategoria:New Jersey	New Jersey
Nowy Meksyk	New Mexico
Kategoria:Nowy Meksyk	New Mexico
Nowy Orlean	New Orleans
Nowa Południowa Walia	New South Wales
Nowy Testament	New Testament
Nowy Świat (geografia)	New World
Nowy Rok	New Year
Nowy Jork (stan)	New York
Kategoria:Nowy Jork (stan)	New York
Nowy Jork (ujednoznacznienie)	New York (disambiguation)
Nowy Jork	New York City
Kategoria:Nowy Jork	New York City
New York Stock Exchange	New York Stock Exchange
Nowa Zelandia	New Zealand
Kategoria:Nowa Zelandia	New Zealand
Newark (New Jersey)	Newark
Nowa Fundlandia	Newfoundland (island)
Nowa Fundlandia i Labrador	Newfoundland and Labrador
Newport (Walia)	Newport
Niuton	Newton
Witamina PP	Niacin
Wodospad Niagara	Niagara Falls
Niamey	Niamey
Nikaragua	Nicaragua
Kategoria:Nikaragua	Nicaragua
Nicea	Nice
Nicejsko-konstantynopolitańskie wyznanie wiary	Nicene Creed
Dynastia Petrović Njegoš	Nicholas
Nikiel	Nickel
Nicolas Poussin	Nicolas Poussin
Mikołaj Kopernik	Nicolaus Copernicus
Nikozja	Nicosia
Nikotyna	Nicotine
Niels Bohr	Niels Bohr
Niels Henrik Abel	Niels Henrik Abel
Niger	Niger
Kategoria:Niger	Niger
Niger (rzeka)	Niger River
Nigeria	Nigeria
Kategoria:Nigeria	Nigeria
Słowik rdzawy	Nightingale
Nihilizm	Nihilism
Nijmegen	Nijmegen
Nike (firma)	Nike
Nike (mitologia)	Nike (mythology)
Nikita Chruszczow	Nikita Khrushchev
Nikola Tesla	Nikola Tesla
Nil	Nile
Krokodyl nilowy	Nile crocodile
Niniwa	Nineveh
Ninja	Ninja
Niob	Niobium
Nirwana	Nirvana
Kwas azotowy(V)	Nitric acid
Azot	Nitrogen
Nitrogliceryna	Nitroglycerin
Nix (księżyc)	Nix (moon)
Njörðr	Njord
Noe	Noah
Noam Chomsky	Noam Chomsky
Nagroda Nobla	Nobel Prize
Kategoria:Nagroda Nobla	Nobel Prize
Nobel (pierwiastek)	Nobelium
Szlachta	Nobility
Kategoria:Szlachta	Nobility
Gazy szlachetne	Noble gas
Nomada	Nomad
Mianownik (przypadek)	Nominative case
Niemetale	Nonmetal
Norfolk (Anglia)	Norfolk
Norfolk (terytorium)	Norfolk Island
Węgielnica (gwiazdozbiór)	Norma (constellation)
Rozkład normalny	Normal distribution
Norman Mailer	Norman Mailer
Normandia	Normandy
Norny	Norn
Mitologia nordycka	Norse mythology
Kategoria:Mitologia nordycka	Norse mythology
Północ	North
Afryka Północna	North Africa
Ameryka Północna	North America
Kategoria:Ameryka Północna	North America
Karolina Północna	North Carolina
Kategoria:Karolina Północna	North Carolina
Dakota Północna	North Dakota
Kategoria:Dakota Północna	North Dakota
Wyspa Północna (Nowa Zelandia)	North Island
Korea Północna	North Korea
Kategoria:Korea Północna	North Korea
Biegun północny	North Pole
Morze Północne	North Sea
Gwiazda Polarna	North Star
North Yorkshire	North Yorkshire
Europa Północna	Northern Europe
Półkula północna	Northern Hemisphere
Irlandia Północna	Northern Ireland
Kategoria:Irlandia Północna	Northern Ireland
Mariany Północne	Northern Mariana Islands
Terytorium Północne	Northern Territory
Szczupak pospolity	Northern pike
Terytoria Północno-Zachodnie	Northwest Territories
Norwegia	Norway
Kategoria:Norwegia	Norway
Morze Norweskie	Norwegian Sea
Korona norweska	Norwegian krone
Nos	Nose
Nostradamus	Nostradamus
Nuta	Note
Nawakszut	Nouakchott
Rzeczownik	Noun
Nowa Szkocja	Nova Scotia
Nowa Ziemia	Novaya Zemlya
Powieść	Novel
Listopad	November
1 listopada	November 1
11 listopada	November 11
2 listopada	November 2
5 listopada	November 5
Novial	Novial
Nowosybirsk	Novosibirsk
Ny (litera)	Nu (letter)
Rozszczepienie jądra atomowego	Nuclear fission
Reakcja termojądrowa	Nuclear fusion
Fizyka jądrowa	Nuclear physics
Kategoria:Fizyka jądrowa	Nuclear physics
Energia jądrowa	Nuclear power
Broń jądrowa	Nuclear weapon
Kwasy nukleinowe	Nucleic acid
Nukleony	Nucleon
Nukleotydy	Nucleotide
Liczba	Number
Kategoria:Liczby	Numbers
Numidia	Numidia
Numizmatyka	Numismatics
Kategoria:Numizmatyka	Numismatics
Nunavut	Nunavut
Norymberga	Nuremberg
Orzech (botanika)	Nut (fruit)
Muszkatołowiec korzenny	Nutmeg
Kategoria:Odżywianie	Nutrition
Nimfa (mitologia)	Nymph
Grzybieniowate	Nymphaeaceae
Nyks	Nyx (mythology)
O	O
OPEC	OPEC
Oahu	Oahu
Dąb	Oak
Oakland (Kalifornia)	Oakland
Oaza (geografia)	Oasis
Owies	Oat
Oaxaca	Oaxaca
Ob	Ob River
Obelisk	Obelisk
Otyłość	Obesity
Programowanie obiektowe	Object-oriented programming
Obój	Oboe
Obserwatorium astronomiczne	Observatory
Obsydian	Obsidian
Brzytwa Ockhama	Occam's razor
Ocean	Ocean
Prąd morski	Ocean current
Oceania	Oceania
Kategoria:Australia i Oceania	Oceania
Okeanidy	Oceanid
Oceanografia	Oceanography
Kategoria:Oceanografia	Oceanography
Okeanos	Oceanus
Ósemkowy system liczbowy	Octal
Oktant (gwiazdozbiór)	Octans
Oktawa (interwał)	Octave
Październik	October
12 października	October 12
24 października	October 24
Rewolucja październikowa	October Revolution
Ośmiornice	Octopus
Oda (literatura)	Ode
Odra	Oder River
Odessa	Odessa
Odyn	Odin
Ważki	Odonata
Odyseusz	Odysseus
Odyseja	Odyssey
Edyp	Oedipus
Spalony (piłka nożna)	Offside (football)
Ohio	Ohio
Kategoria:Ohio	Ohio
Om (jednostka)	Ohm
Prawo Ohma	Ohm's law
Olej	Oil
Olej	Oil (disambiguation)
Malarstwo olejne	Oil painting
Okapi	Okapi
Oklahoma	Oklahoma
Kategoria:Oklahoma	Oklahoma
Oklahoma City	Oklahoma City
Oktoberfest	Oktoberfest
Język staro-cerkiewno-słowiański	Old Church Slavonic
Język staronordyjski	Old Norse
Stary Testament	Old Testament
Oligarchia	Oligarchy
Oligocen	Oligocene
Oligopol	Oligopoly
Oliwka europejska	Olive
Oliwa z oliwek	Olive oil
Oliver Cromwell	Oliver Cromwell
Oliver Stone	Oliver Stone
Oliwiny	Olivine
Olympia (Waszyngton)	Olympia
Olimpia (miasto)	Olympia
Igrzyska olimpijskie	Olympic Games
Kategoria:Igrzyska olimpijskie	Olympics
Omaha (Nebraska)	Omaha
Oman	Oman
Kategoria:Oman	Oman
Omega	Omega
Omikron	Omicron
Omsk	Omsk
Kategoria:Onkologia	Oncology
Cebula zwyczajna	Onion
Onomastyka	Onomastics
Ontario (prowincja Kanady)	Ontario
Kategoria:Ontario	Ontario
Ontologia	Ontology
Obłok Oorta	Oort cloud
Opal (minerał)	Opal
Adam Opel AG	Opel
Opera (dzieło)	Opera
Opera (program)	Opera (Internet suite)
System operacyjny	Operating system
Operetka	Operetta
Wężownik (gwiazdozbiór)	Ophiuchus
Opium	Opium
Światłowód	Optical fiber
Złudzenie optyczne	Optical illusion
Optyka	Optics
Kategoria:Optyka	Optics
Optymalizacja (matematyka)	Optimization (mathematics)
Seks oralny	Oral sex
Barwa pomarańczowa	Orange (colour)
Pomarańcza	Orange (fruit)
Orangutan	Orangutan
Oratorium	Oratorio
Orbita	Orbit
Orka	Orca
Orkiestra	Orchestra
Storczykowate	Orchidaceae
Rząd (biologia)	Order (biology)
Benedyktyni	Order of Saint Benedict
Ordowik	Ordovician
Lebiodka pospolita	Oregano
Oregon	Oregon
Kategoria:Oregon	Oregon
Orestes (mitologia)	Orestes (mythology)
Narząd	Organ (anatomy)
Organy	Organ (music)
Organellum	Organelle
Chemia organiczna	Organic chemistry
Kategoria:Chemia organiczna	Organic chemistry
Związki organiczne	Organic compound
Organizm	Organism
Organizacja	Organization
Organizacja Państw Amerykańskich	Organization of American States
Orgazm	Orgasm
Origami	Origami
Orygenes	Origen
Grzech pierworodny	Original sin
Orinoko	Orinoco
Orion (gwiazdozbiór)	Orion (constellation)
Orisa	Orissa
Orlando (Floryda)	Orlando
Ornitologia	Ornithology
Kategoria:Ornitologia	Ornithology
Orfeusz	Orpheus
Orson Welles	Orson Welles
Ortografia	Orthography
Osaka	Osaka
Usama ibn Ladin	Osama bin Laden
Oscar Wilde	Oscar Wilde
Drgania	Oscillation
Ozyrys (bóg)	Osiris
Oslo	Oslo
Osman I	Osman I
Osm	Osmium
Rybołów	Osprey
Ryby kostnoszkieletowe	Osteichthyes
Osteoporoza	Osteoporosis
Ostrawa	Ostrava
Struś	Ostrich
Otello	Othello
Marek Salwiusz Oton	Otho
Ottawa	Ottawa
Otto Hahn	Otto Hahn
Otton I Wielki	Otto I
Otto von Bismarck	Otto von Bismarck
Imperium osmańskie	Ottoman Empire
Uncja	Ounce
Jajniki	Ovary
Owidiusz	Ovid
Oviedo	Oviedo
Ovis	Ovis
Komórka jajowa	Ovum
Sowy	Owl
Oksford	Oxford
Stopień utlenienia	Oxidation state
Tlenki	Oxide
Tlen	Oxygen
Oksymoron	Oxymoron
Oksytocyna	Oxytocin
Ozon (chemia)	Ozone
Ozonosfera	Ozone layer
P	P
PAL	PAL
Skala pH	PH
Pablo Neruda	Pablo Neruda
Pablo Picasso	Pablo Picasso
Ocean Spokojny	Pacific Ocean
Kategoria:Ocean Spokojny	Pacific Ocean
Pacyfizm	Pacifism
Padwa	Padua
Pogaństwo	Paganism
Kategoria:Malarstwo	Painting
Pakistan	Pakistan
Kategoria:Pakistan	Pakistan
Pałac wersalski	Palace of Versailles
Palau	Palau
Kategoria:Palau	Palau
Paleocen	Paleocene
Paleolit	Paleolithic
Paleontologia	Paleontology
Kategoria:Paleontologia	Paleontology
Paleozoik	Paleozoic
Palermo	Palermo
Palestyna	Palestine
Kategoria:Autonomia Palestyńska	Palestine
Organizacja Wyzwolenia Palestyny	Palestine Liberation Organization
Autonomia Palestyńska	Palestinian National Authority
Język pali	Pali
Palindrom	Palindrome
Pallad	Palladium
Niedziela Palmowa	Palm Sunday
Palmyra (miasto)	Palmyra
Pamir	Pamir Mountains
Pan (mitologia)	Pan (mythology)
Panama	Panama
Kategoria:Panama	Panama
Kanał Panamski	Panama Canal
Panama (miasto)	Panama City
Trzustka	Pancreas
Pandemia	Pandemic
Pandora	Pandora
Pangea	Pangaea
Panteizm	Pantheism
Panteon w Rzymie	Pantheon
Panthera	Panthera
Państwo Kościelne	Papal States
Papua-Nowa Gwinea	Papua New Guinea
Kategoria:Papua-Nowa Gwinea	Papua New Guinea
Papirus	Papyrus
Parabola (matematyka)	Parabola
Paracelsus	Paracelsus
Spadochron	Parachute
Paradygmat	Paradigm
Paradoks	Paradox
Paralotniarstwo	Paragliding
Paragwaj	Paraguay
Kategoria:Paragwaj	Paraguay
Paralaksa	Parallax
Równoległobok	Parallelogram
Paramaribo	Paramaribo
Zespół paranoiczny	Paranoia
Parafilia	Paraphilia
Parapsychologia	Parapsychology
Pasożytnictwo (biologia)	Parasitism
Pergamin	Parchment
Paryż	Paris
Kategoria:Paryż	Paris
Parys	Paris (mythology)
Liczby parzyste i nieparzyste	Parity (mathematics)
Choroba Parkinsona	Parkinson's disease
Parlament	Parliament
Parmenides	Parmenides
Parodia	Parody
Papugowe	Parrot
Parsek	Parsec
Pietruszka zwyczajna	Parsley
Partenon	Parthenon
Partia (kraina)	Parthia
Fizyka cząstek elementarnych	Particle physics
Kategoria:Fizyka cząstek elementarnych	Particle physics
Parwati	Parvati
Pascal	Pascal
Pascal (język programowania)	Pascal (programming language)
Paskal	Pascal (unit)
Kategoria:Wróblowe	Passeriformes
Wróblowe	Passerine
Pesach	Passover
Paszport	Passport
Pasteryzacja	Pasteurization
Patagonia	Patagonia
Patent	Patent
Fitopatologia	Pathology
Patras	Patras
Patriarcha	Patriarch
Patrick White	Patrick White
Patriotyzm	Patriotism
Paul Gauguin	Paul Gauguin
Paul Heyse	Paul Johann Ludwig von Heyse
Paul Klee	Paul Klee
Paul McCartney	Paul McCartney
Paul Newman	Paul Newman
Paul Verlaine	Paul Verlaine
Paweł z Tarsu	Paul the Apostle
Paul von Hindenburg	Paul von Hindenburg
Reguła Pauliego	Pauli exclusion principle
Paw (gwiazdozbiór)	Pavo (constellation)
Pion (szachy)	Pawn (chess)
Kraje Loary	Pays de la Loire
Groch	Pea
Pokój (polityka)	Peace
Pokój westfalski 1648	Peace of Westphalia
Brzoskwinia	Peach
Orzech ziemny	Peanut
Grusza	Pear
Perła	Pearl
Naval Base Pearl Harbor	Pearl Harbor
Torf	Peat
Pedagogika	Pedagogy
Kategoria:Pedagogika	Pedagogy
Pediatria	Pediatrics
Pedofilia	Pedophilia
Dąb szypułkowy	Pedunculate Oak
Pegaz (mitologia)	Pegasus
Pegaz (gwiazdozbiór)	Pegasus (constellation)
Peloponez	Peloponnese
Wojny peloponeskie	Peloponnesian War
Ołówek	Pencil
Wahadło	Pendulum
Penelopa	Penelope
Pingwiny	Penguin
Penicyliny	Penicillin
Półwysep	Peninsula
Pensylwania	Pennsylvania
Kategoria:Pensylwania	Pennsylvania
Pięciokąt	Pentagon
Pentagram	Pentagram
Zesłanie Ducha Świętego	Pentecost
Pentekostalizm	Pentecostalism
Kategoria:Biografie	People
Chińska Republika Ludowa	People's Republic of China
Pepin Krótki	Pepin the Short
Pepsi-Cola	Pepsi
Peptydy	Peptide
Procent	Percentage
Spostrzeganie	Perception
Okoniokształtne	Perciformes
Instrument perkusyjny	Percussion instrument
Percy Bysshe Shelley	Percy Bysshe Shelley
Sokół wędrowny	Peregrine Falcon
Pieriestrojka	Perestroika
Perfumy	Perfume
Perykles	Pericles
Prawo okresowości Mendelejewa	Period (periodic table)
Układ okresowy pierwiastków	Periodic table
Perm (miasto)	Perm
Wieczna zmarzlina	Permafrost
Perm	Permian
Permutacja	Permutation
Pernambuco	Pernambuco
Perpetuum mobile	Perpetual motion
Persefona	Persephone
Persepolis	Persepolis
Perseusz (mitologia)	Perseus
Perseusz (gwiazdozbiór)	Perseus (constellation)
Zatoka Perska	Persian Gulf
Palmtop	Personal digital assistant
Perth	Perth
Peru	Peru
Kategoria:Peru	Peru
Pestycydy	Pesticide
Piotr Abelard	Peter Abelard
Peter Paul Rubens	Peter Paul Rubens
Peter Sellers	Peter Sellers
Francesco Petrarca	Petrarch
Ropa naftowa	Petroleum
Petrologia	Petrology
Fanerozoik	Phanerozoic
Faraon	Pharaoh
Farmakologia	Pharmacology
Kategoria:Farmakologia	Pharmacology
Gardło	Pharynx
Stan skupienia materii	Phase (matter)
Fenol	Phenol
Fenomenologia	Phenomenology
Fenotyp	Phenotype
Fenyloalanina	Phenylalanine
Fenyloketonuria	Phenylketonuria
Phi	Phi (letter)
Filadelfia	Philadelphia
Filatelistyka	Philately
Kategoria:Filatelistyka	Philately
Filip II Macedoński	Philip II of Macedon
Filip II Hiszpański	Philip II of Spain
Fülöp Lénárd	Philipp Lenard
Morze Filipińskie	Philippine Sea
Filipiny	Philippines
Kategoria:Filipiny	Philippines
Filologia	Philology
Kategoria:Filologia	Philology
Kamień filozoficzny	Philosopher's stone
Filozofia	Philosophy
Kategoria:Filozofia	Philosophy
Portal:Filozofia	Philosophy
Phnom Penh	Phnom Penh
Fobia	Phobia
Fobos (księżyc)	Phobos (moon)
Fenicja	Phoenicia
Phoenix (Arizona)	Phoenix
Feniks (ujednoznacznienie)	Phoenix
Feniks (gwiazdozbiór)	Phoenix (constellation)
Feniks	Phoenix (mythology)
Phoenix (lądownik)	Phoenix (spacecraft)
Fonem	Phoneme
Fonetyka	Phonetics
Fonologia	Phonology
Fosforany	Phosphate
Kwas fosforowy	Phosphoric acid
Fosfor	Phosphorus
Fotografia	Photography
Kategoria:Fotografia	Photography
Foton	Photon
Fotosfera	Photosphere
Fotosynteza	Photosynthesis
Typ (biologia)	Phylum
Chemia fizyczna	Physical chemistry
Kategoria:Chemia fizyczna	Physical chemistry
Lekarz	Physician
Fizyka	Physics
Kategoria:Fizyka	Physics
Portal:Fizyka	Physics
Fizjologia	Physiology
Kategoria:Fizjologia	Physiology
Pi	Pi
Pi (litera)	Pi (letter)
Fortepian	Piano
Pikardia	Picardie
Dzięciołowe	Piciformes
Malarz (gwiazdozbiór)	Pictor
Języki pidżynowe	Pidgin
Pidgin (komunikator internetowy)	Pidgin (software)
Piemont	Piedmont
Pierre (Dakota Południowa)	Pierre
Pierre Curie	Pierre Curie
Pierre de Fermat	Pierre de Fermat
Piet Mondrian	Piet Mondrian
Pieter Zeeman	Pieter Zeeman
Pigment	Pigment
Pilzno	Pilsen
Sosnowate	Pinaceae
Pindar	Pindar
Sosna	Pine
Ananas jadalny	Pineapple
Ping	Ping
Barwa różowa	Pink
Płetwonogie	Pinniped
Pirat	Piracy
Piza	Pisa
Ryby (gwiazdozbiór)	Pisces (constellation)
Tłok	Piston
Pittsburgh	Pittsburgh
Przysadka mózgowa	Pituitary gland
Piksel	Pixel
Pizza	Pizza
Plagiat	Plagiarism
Płaszczyzna	Plane (mathematics)
Planeta	Planet
Mgławica planetarna	Planetary nebula
Plankton	Plankton
Rośliny	Plant
Plazma	Plasma (physics)
Plazmid	Plasmid
Tworzywa sztuczne	Plastic
Plastyd	Plastid
Teoria wędrówki płyt tektonicznych	Plate tectonics
