Ukrainian	English
Націоналізм	Nationalism
Категорія:Націоналізм	Nationalism
Природний газ	Natural gas
Обробка природної мови	Natural language processing
Натуральне число	Natural number
Природничі науки	Natural science
Природний відбір	Natural selection
Природа	Nature
Категорія:Природа	Nature
Науру	Nauru
Категорія:Науру	Nauru
Морська миля	Nautical mile
Категорія:Навігація	Navigation
Навігація	Navigation
Військово-морські сили	Navy
Назарет	Nazareth
Третій Рейх	Nazi Germany
Категорія:Нацистська Німеччина	Nazi Germany
Націонал-соціалістична робітнича партія Німеччини	Nazi Party
Категорія:Нацизм	Nazism
Неандертальці	Neanderthal
Небраска	Nebraska
Навуходоносор II	Nebuchadrezzar II
Галактична туманність	Nebula
Краватка	Necktie
Нефертіті	Nefertiti
Неґев	Negev
Армстронґ Нейл Олден	Neil Armstrong
Мандела Нельсон	Nelson Mandela
Круглі черви	Nematode
Немейський лев	Nemean Lion
Немесіда	Nemesis (mythology)
Неодим	Neodymium
Неоліт	Neolithic
Неологізм	Neologism
Неон	Neon
Неоплатонізм	Neoplatonism
Непал	Nepal
Нептун (планета)	Neptune
Нептуній	Neptunium
Нерон	Nero
Нервова система	Nervous system
Категорія:Нервова система	Nervous system
Нідерланди	Netherlands
Категорія:Нідерланди	Netherlands
Нідерландські Антильські острови	Netherlands Antilles
Топологія мереж	Network topology
Нейрон	Neuron
Нейромедіатори	Neurotransmitter
Нейтрино	Neutrino
Нейтрон	Neutron
Нейтронна зоря	Neutron star
Нева	Neva River
Невада	Nevada
Чемберлен Артур Невіл	Neville Chamberlain
Новий Брансвік	New Brunswick
Нова Каледонія	New Caledonia
Нью-Делі	New Delhi
Нова Англія	New England
Нова Гвінея	New Guinea
Нью-Гемпшир	New Hampshire
Нью-Джерсі	New Jersey
Нью-Мексико	New Mexico
Новий Орлеан	New Orleans
Новий Південний Уельс	New South Wales
Новий Заповіт	New Testament
Новий рік	New Year
Нью-Йорк (штат)	New York
Нью-Йорк (значення)	New York (disambiguation)
Нью-Йорк	New York City
Категорія:Нью-Йорк	New York City
Нью-Йоркська фондова біржа	New York Stock Exchange
Нова Зеландія	New Zealand
Категорія:Нова Зеландія	New Zealand
Ньюарк (Нью-Джерсі)	Newark
Ньюфаундленд	Newfoundland (island)
Ньюфаундленд і Лабрадор	Newfoundland and Labrador
Ньютон	Newton
Ніацин	Niacin
Ніагарський водоспад	Niagara Falls
Ніамей	Niamey
Нікарагуа	Nicaragua
Категорія:Нікарагуа	Nicaragua
Ніцца	Nice
Нікейський символ віри	Nicene Creed
Нікель	Nickel
Пусен Нікола	Nicolas Poussin
Коперник Микола	Nicolaus Copernicus
Нікосія	Nicosia
Бор Нільс	Niels Bohr
Абель Нільс Генрік	Niels Henrik Abel
Нігер	Niger
Нігер (річка)	Niger River
Нігерія	Nigeria
Категорія:Нігерія	Nigeria
Ніч	Night
Ніке	Nike (mythology)
Хрущов Микита Сергійович	Nikita Khrushchev
Тесла Нікола	Nikola Tesla
Ніл	Nile
Нільський крокодил	Nile crocodile
Ніндзя	Ninja
Ніобій	Niobium
Нірвана	Nirvana
Азотна кислота	Nitric acid
Азот	Nitrogen
Нітрогліцерин	Nitroglycerin
Ной	Noah
Ноам Чомскі	Noam Chomsky
Нобелівська премія	Nobel Prize
Категорія:Нобелівські премії	Nobel Prize
Нобелій	Nobelium
Знать	Nobility
Інертні гази	Noble gas
Називний відмінок	Nominative case
Неметали	Nonmetal
Острів Норфолк	Norfolk Island
Косинець (сузір'я)	Norma (constellation)
Нормальний розподіл	Normal distribution
Норман Мейлер	Norman Mailer
Нормандія	Normandy
Скандинавська міфологія	Norse mythology
Категорія:Скандинавська міфологія	Norse mythology
Північ	North
Північна Африка	North Africa
Північна Америка	North America
Категорія:Північна Америка	North America
Північна Кароліна	North Carolina
Категорія:Північна Кароліна	North Carolina
Північна Дакота	North Dakota
Північний острів Нової Зеландії	North Island
Північна Корея	North Korea
Північний полюс	North Pole
Північне море	North Sea
Північний Йоркшир	North Yorkshire
Північна Європа	Northern Europe
Північна півкуля	Northern Hemisphere
Північна Ірландія	Northern Ireland
Категорія:Північна Ірландія	Northern Ireland
Північні Маріанські острови	Northern Mariana Islands
Північна територія (Австралія)	Northern Territory
Щука звичайна	Northern pike
Північно-західні території	Northwest Territories
Норвегія	Norway
Категорія:Норвегія	Norway
Норвезьке море	Norwegian Sea
Ніс	Nose
Нострадамус	Nostradamus
Ноти	Note
Нуакшот	Nouakchott
Іменник	Noun
Нова Шотландія	Nova Scotia
Нова Земля	Novaya Zemlya
Роман (жанр)	Novel
Листопад	November
1 листопада	November 1
11 листопада	November 11
2 листопада	November 2
5 листопада	November 5
Новосибірськ	Novosibirsk
Ню (літера)	Nu (letter)
Ядерний синтез	Nuclear fusion
Ядерна фізика	Nuclear physics
Категорія:Ядерна фізика	Nuclear physics
Атомна енергія	Nuclear power
Ядерна зброя	Nuclear weapon
Нуклеїнові кислоти	Nucleic acid
Нуклон	Nucleon
Нуклеотиди	Nucleotide
Число	Number
Категорія:Числа	Numbers
Нумізматика	Numismatics
Категорія:Нумізматика	Numismatics
Нунавут	Nunavut
Нюрнберг	Nuremberg
Горіх	Nut (fruit)
Німфи	Nymph
Нікс	Nyx (mythology)
O (латиниця)	O
ОПЕК	OPEC
Оаху	Oahu
Дуб	Oak
Окленд (Каліфорнія)	Oakland
Оазис	Oasis
Овес	Oat
Оахака (штат)	Oaxaca
Об	Ob River
Обеліск	Obelisk
Ожиріння	Obesity
Об’єктно-орієнтоване програмування	Object-oriented programming
Гобой	Oboe
Обсерваторія	Observatory
Обсидіан	Obsidian
Бритва Оккама	Occam's razor
Океан	Ocean
Морська течія	Ocean current
Океанія	Oceania
Категорія:Океанія	Oceania
Океаніди	Oceanid
Океанологія	Oceanography
Категорія:Океанографія	Oceanography
Океан (міфологія)	Oceanus
Октант (сузір'я)	Octans
Октава	Octave
Жовтень	October
12 жовтня	October 12
24 жовтня	October 24
Ода	Ode
Одра	Oder River
Одеса	Odessa
Одін	Odin
Бабки	Odonata
Одіссей	Odysseus
Одіссея	Odyssey
Едіп	Oedipus
Положення поза грою у футболі	Offside (football)
Огайо (штат)	Ohio
Ом	Ohm
Закон Ома	Ohm's law
Олія	Oil
Окапі	Okapi
Оклахома	Oklahoma
Октоберфест	Oktoberfest
Староцерковнослов'янська мова	Old Church Slavonic
Старий Заповіт	Old Testament
Олігархія	Oligarchy
Олігоцен	Oligocene
Олігополія	Oligopoly
Кромвель Олівер	Oliver Cromwell
Олімпія	Olympia
Олімпійські ігри	Olympic Games
Категорія:Олімпійські ігри	Olympics
Оман	Oman
Категорія:Оман	Oman
Омега (літера)	Omega
Омікрон (літера)	Omicron
Омськ	Omsk
Категорія:Онкологія	Oncology
Ономастика	Onomastics
Онтаріо (провінція)	Ontario
Онтологія	Ontology
Хмара Оорта	Oort cloud
Опал	Opal
Опера	Opera
Opera	Opera (Internet suite)
Операційна система	Operating system
Оперета	Operetta
Змієносець (сузір'я)	Ophiuchus
Оптоволокно	Optical fiber
Оптика	Optics
Категорія:Оптика	Optics
Задача оптимізації	Optimization (mathematics)
Оральний секс	Oral sex
Помаранчевий колір	Orange (colour)
Апельсин	Orange (fruit)
Орангутан	Orangutan
Ораторія	Oratorio
Орбіта	Orbit
Касатка	Orca
Оркестр	Orchestra
Орхідні	Orchidaceae
Ряд (біологія)	Order (biology)
Бенедиктинці	Order of Saint Benedict
Ордовицький період	Ordovician
Материнка звичайна	Oregano
Орегон	Oregon
Орест	Orestes (mythology)
Органи	Organ (anatomy)
Орган (музика)	Organ (music)
Органела	Organelle
Органічна хімія	Organic chemistry
Категорія:Органічна хімія	Organic chemistry
Органічні сполуки	Organic compound
Організм	Organism
Організація	Organization
Організація Американських Держав	Organization of American States
Оргазм	Orgasm
Оріґамі	Origami
Ориген	Origen
Перворідний гріх	Original sin
Оріноко	Orinoco
Оріон (сузір'я)	Orion (constellation)
Орісса	Orissa
Орландо	Orlando
Орнітологія	Ornithology
Категорія:Орнітологія	Ornithology
Орфей	Orpheus
Правопис	Orthography
Осака	Osaka
Осама бен Ладен	Osama bin Laden
Уайльд Оскар	Oscar Wilde
Коливання	Oscillation
Осіріс	Osiris
Осло	Oslo
Осман І Газі	Osman I
Осмій	Osmium
Кісткові риби	Osteichthyes
Остеопороз	Osteoporosis
Острава	Ostrava
Страус	Ostrich
Оттава	Ottawa
Оттон I Великий	Otto I
Отто фон Бісмарк	Otto von Bismarck
Османська імперія	Ottoman Empire
Яєчник	Ovary
Публій Овідій Назон	Ovid
Яйцеклітина	Ovum
Совоподібні	Owl
Оксфорд (місто)	Oxford
Оксид	Oxide
Кисень	Oxygen
Оксюморон	Oxymoron
Окситоцин	Oxytocin
Озон	Ozone
Озоносфера	Ozone layer
P (латиниця)	P
PH	PH
Неруда Пабло	Pablo Neruda
Пабло Пікассо	Pablo Picasso
Тихий океан	Pacific Ocean
Категорія:Тихий океан	Pacific Ocean
Пацифізм	Pacifism
Язичництво	Paganism
Категорія:Живопис	Painting
Пакистан	Pakistan
Категорія:Пакистан	Pakistan
Версальський палац	Palace of Versailles
