English	Hebrew
Miles Davis	מיילס דייוויס
Military	קטגוריה:צבא
Military rank	דרגה צבאית
Milk	חלב
Milky Way	שביל החלב
Millard Fillmore	מילרד פילמור
Millennium	מילניום
Million	מיליון
Millipede	רב רגליים
Milton Friedman	מילטון פרידמן
Milwaukee	מילווקי
Minaret	צריח (מסגד)
Mineral	מינרל
Mineral water	מים מינרליים
Mineralogy	מינרלוגיה
Mineralogy	קטגוריה:מינרלוגיה
Minerva	מינרווה
Ming Dynasty	שושלת מינג
Minimalism	מינימליזם
Mining	כרייה
Minister (government)	שר
Minneapolis	מיניאפוליס
Minnesota	מינסוטה
Minnesota	קטגוריה:מינסוטה
Minoan civilization	התרבות המינואית
Minor scale	סולם מינורי
Minos	מינוס (מיתולוגיה)
Minotaur	מינוטאורוס
Minsk	מינסק
Minute	דקה
Miocene	מיוקן
Miracle	נס
Mirror	מראה
Mishnah	משנה
Mississippi	קטגוריה:מיסיסיפי
Mississippi River	מיסיסיפי (נהר)
Missouri	מיזורי
Missouri	קטגוריה:מיזורי
Missouri River	מיזורי (נהר)
Mitochondrion	מיטוכונדריון
Mnemosyne	מנימוסינה
Mobile phone	טלפון סלולרי
Modem	מודם
Modernism	מודרניזם
Modest Mussorgsky	מודסט מוסורגסקי
Modulation	אפנון
Mogadishu	מוגדישו
Mold	עובש
Moldova	מולדובה
Moldova	קטגוריה:מולדובה
Mole (unit)	מול
Molecular biology	ביולוגיה מולקולרית
Molecular biology	קטגוריה:ביולוגיה מולקולרית
Molecule	מולקולה
Molise	מוליזה
Mollusca	רכיכות
Molotov cocktail	בקבוק תבערה
Molybdenum	מוליבדן
Mombasa	מומבסה
Momentum	תנע
Monaco	מונאקו
Monaco	קטגוריה:מונאקו
Monarch	מונרך
Monarchy	מונרך
Monastery	מנזר
Monday	יום שני
Money	כסף (אמצעי תשלום)
Mongolia	מונגוליה
Mongolia	קטגוריה:מונגוליה
Mongoose	נמייתיים
Monica Seles	מוניקה סלש
Monism	מוניזם
Monocotyledon	חד-פסיגיים
Monomer	מונומר
Monopoly	מונופול
Monopoly (game)	מונופול (משחק לוח)
Monosaccharide	חד-סוכר
Monosodium glutamate	מונוסודיום גלוטמט
Monotheism	מונותאיזם
Monotreme	בעלי ביב
Monroe Doctrine	דוקטרינת מונרו
Monrovia	מונרוביה
Mons	מונס
Monsoon	מונסון
Mont Blanc	מון בלאן
Montana	מונטנה
Montana	קטגוריה:מונטנה
Monte Carlo	מונטה קרלו
Montenegro	מונטנגרו
Montenegro	קטגוריה:מונטנגרו
Monterrey	מונטריי
Montevideo	מונטווידיאו
Montgomery	מונטגומרי (אלבמה)
Month	חודש
Montpelier	מונטפלייה (ורמונט)
Montreal	מונטריאול
Montserrat	מונטסראט
Moon	הירח
Moose	אייל קורא
Morality	מוסר
Moravia	מוראביה
Morocco	מרוקו
Morocco	קטגוריה:מרוקו
Morpheme	מורפמה
Morphine	מורפין
Morphology	מורפולוגיה
Morphology (linguistics)	מורפולוגיה (בלשנות)
Morse code	קוד מורס
Mortar (weapon)	מרגמה
Mosaic	פסיפס
Moscow	מוסקבה
Moses	משה
Moshe Dayan	משה דיין
Mosque	מסגד
Mosquito	יתושיים
Mossad	המוסד למודיעין ולתפקידים מיוחדים
Mosul	מוסול
Motet	מוטט
Mother Teresa	האם תרזה
Mother's Day	יום המשפחה
Motion (physics)	תנועה (פיזיקה)
Motorcycle	אופנוע
Motto	מוטו
Mount Ararat	אררט
Mount Athos	הר אתוס
Mount Etna	אטנה
Mount Everest	אוורסט
Mount Fuji	הר פוג'י
Mount Kilimanjaro	קילימנג'רו
Mount McKinley	הר מקינלי
Mount Olympus	אולימפוס
Mount Pinatubo	פינטובו
Mount Rushmore	הר ראשמור
Mount St. Helens	הר סנט הלנס
Mount Vesuvius	וזוב
Mountain	הר
Mountain bike	אופני הרים
Mountain range	רכס הרים
Mouse	עכבר
Mouse (computing)	עכבר (מחשב)
Mozambique	מוזמביק
Mozambique	קטגוריה:מוזמביק
Mu (letter)	מו
Muezzin	מואזין
Muhammad	מוחמד
Muhammad Ali	מוחמד עלי (מתאגרף)
Mulberry	תות עץ
Mule	פרד
Multimedia	מולטימדיה
Multiple sclerosis	טרשת נפוצה
Mumbai	מומבאי
Mummy	מומיה
Munich	מינכן
Municipality	רשות מקומית
Muon	מיואון
Murmansk	מורמנסק
Murphy's law	חוק מרפי
Murray Gell-Mann	מארי גל-מאן
Musa (genus)	בננה
Musca	זבוב (קבוצת כוכבים)
Muscat	מוסקט (עיר)
Muscle	שריר
Muse	מוזה
Museum	מוזיאון
Mushroom	פטריות
Music	מוזיקה
Music	קטגוריה:מוזיקה
Musical instrument	כלי נגינה
Musical scale	סולם (מוזיקה)
Musician	מוזיקאי
Musicology	מוזיקולוגיה
Musket	מוסקט
Mustelidae	סמורים (משפחה)
Mutation	מוטציה
Myanmar	קטגוריה:מיאנמר
Mycenae	מיקנה
Mycology	מיקולוגיה
Myocardial infarction	התקף לב
Myopia	קוצר ראייה
Mysticism	מיסטיקה
Myth	מיתוס
Mythology	מיתולוגיה
N	N
N'Djamena	נג'מנה
NASDAQ	נאסד"ק
NATO	נאט"ו
Nadine Gordimer	נאדין גורדימר
Nagasaki	נגסאקי
Nagoya	נגויה
Nahuatl	נאוואטל
Nail (anatomy)	ציפורן
Nail (fastener)	מסמר
Nairobi	ניירובי
Namibia	נמיביה
Namur (city)	נאמור (עיר)
Nancy	נאנסי
Nanjing	נאנג'ינג
Nanotechnology	ננוטכנולוגיה
Nantes	נאנט
Napalm	נפלם
Naples	נאפולי
Napoleonic Wars	המלחמות הנפוליוניות
Narcissus (mythology)	נרקיסוס
Nashville	נאשוויל
Nassau	נסאו
Nathaniel Hawthorne	נתניאל הות'ורן
Nation	אומה
National Security Agency	הסוכנות לביטחון לאומי
National anthem	המנון לאומי
National park	פארק לאומי
Nationalism	לאומנות
Nationalism	קטגוריה:לאומיות
Natural gas	גז טבעי
Natural language processing	עיבוד שפה טבעית
Natural number	מספר טבעי
Natural science	מדעי הטבע
Natural selection	ברירה טבעית
Nature	טבע
Naturism	נודיזם
Nauru	נאורו
Nautical mile	מייל ימי
Navigation	קטגוריה:ניווט
Navigation	ניווט
Navy	חיל ים
Nazareth	נצרת
Nazi Germany	גרמניה הנאצית
Nazi Germany	קטגוריה:גרמניה הנאצית
Nazi Party	המפלגה הנאצית
Neanderthal	אדם ניאנדרתלי
Nebraska	נברסקה
Nebraska	קטגוריה:נברסקה
Nebuchadrezzar II	נבוכדנצר השני
Nebula	ערפילית
Neckar	נקר (נהר)
Necktie	עניבה
Nefertiti	נפרטיטי
Negev	הנגב
Neil Armstrong	ניל ארמסטרונג
Nelson Mandela	נלסון מנדלה
Nemean Lion	האריה מנמאה
Nemesis (mythology)	נמסיס
Neodymium	נאודימיום
Neolithic	תקופת האבן החדשה
Neologism	נאולוגיזם
Neon	נאון
Neoplatonism	נאופלאטוניזם
Nepal	נפאל
Nepal	קטגוריה:נפאל
Nephthys	נפתיס
Neptune	נפטון
Neptunium	נפטוניום
Nereid (moon)	נראיד
Nero	נירון קיסר
Nerva	נרווה
Nervous system	מערכת העצבים
Nervous system	קטגוריה:מערכת העצבים
Nest	קן
Nestorianism	נסטוריאניזם
Netherlands	הולנד
Netherlands	קטגוריה:הולנד
Netherlands Antilles	האנטילים ההולנדיים
Network topology	טופולוגיית רשת
Neurology	נוירולוגיה
Neurology	קטגוריה:נוירולוגיה
Neuron	תא עצב
Neurotransmitter	מוליך עצבי
Neutrino	נייטרינו
Neutron	נייטרון
Neutron star	כוכב נייטרונים
Neva River	נבה
Nevada	נבדה
Nevada	קטגוריה:נבדה
Neville Chamberlain	נוויל צ'מברליין
New Brunswick	ניו ברנזוויק
New Caledonia	קלדוניה החדשה
New Delhi	ניו דלהי
New England	ניו אינגלנד
New Guinea	גינאה החדשה
New Hampshire	ניו המפשייר
New Hampshire	קטגוריה:ניו המפשייר
New Jersey	ניו ג'רזי
New Jersey	קטגוריה:ניו ג'רזי
New Mexico	ניו מקסיקו
New Mexico	קטגוריה:ניו מקסיקו
New Orleans	ניו אורלינס
New South Wales	ניו סאות' ויילס
New Testament	הברית החדשה
New Year	ראש השנה (פירושונים)
New York	ניו יורק (מדינה)
New York	קטגוריה:מדינת ניו יורק
New York (disambiguation)	ניו יורק (פירושונים)
New York City	ניו יורק
New York City	קטגוריה:ניו יורק
New York Stock Exchange	הבורסה לניירות ערך בניו יורק
New Zealand	ניו זילנד
New Zealand	קטגוריה:ניו זילנד
Newark	ניוארק
Newfoundland (island)	ניופאונדלנד
Newfoundland and Labrador	ניופאונדלנד ולברדור
Newton	ניוטון (מידה)
Niacin	ויטמין B3
Niagara Falls	מפלי ניאגרה
Niamey	ניאמיי
Nicaragua	ניקרגואה
Nicaragua	קטגוריה:ניקרגואה
Nice	ניס
Nickel	ניקל
Nicolas Poussin	ניקולא פוסן
Nicolaus Copernicus	ניקולאוס קופרניקוס
Nicosia	ניקוסיה
Nicotine	ניקוטין
Niels Bohr	נילס בוהר
Niels Henrik Abel	נילס הנריק אבל
Niger	ניז'ר
Niger	קטגוריה:ניז'ר
Niger River	ניז'ר (נהר)
Nigeria	ניגריה
Nigeria	קטגוריה:ניגריה
Night	לילה
Nightingale	זמיר הירדן
Nihilism	ניהיליזם
Nike	נייקי
Nike (mythology)	ניקה
Nikita Khrushchev	ניקיטה חרושצ'וב
Nikola Tesla	ניקולה טסלה
Nile	נילוס
Nile crocodile	תנין היאור
Nineveh	נינוה
Ninja	נינג'ה
Niobium	ניאוביום
Nirvana	נירוואנה
Nitric acid	חומצה חנקתית
Nitrogen	חנקן
Nitroglycerin	ניטרוגליצרין
Noah	נח
Noam Chomsky	נועם חומסקי
Nobel Prize	פרס נובל
Nobelium	נובליום
Nobility	אצולה
Noble gas	גז אציל
Nonmetal	אל-מתכת
Norfolk Island	נורפוק (אי)
Normal distribution	התפלגות נורמלית
Norman Mailer	נורמן מיילר
Normandy	נורמנדי
Norse mythology	מיתולוגיה נורדית
Norse mythology	קטגוריה:מיתולוגיה נורדית
North	צפון
North Africa	צפון אפריקה
North America	אמריקה הצפונית
North America	קטגוריה:אמריקה הצפונית
North Carolina	קרוליינה הצפונית
North Carolina	קטגוריה:קרוליינה הצפונית
North Dakota	דקוטה הצפונית
North Dakota	קטגוריה:דקוטה הצפונית
North Island	האי הצפוני
North Korea	קוריאה הצפונית
North Korea	קטגוריה:קוריאה הצפונית
North Pole	הקוטב הצפוני
North Sea	הים הצפוני
Northern Europe	צפון אירופה
Northern Hemisphere	חצי הכדור הצפוני
Northern Ireland	צפון אירלנד
Northern Ireland	קטגוריה:צפון אירלנד
Northern Mariana Islands	איי מריאנה הצפוניים
Northern Territory	הטריטוריה הצפונית
Northwest Territories	הטריטוריות הצפון מערביות
Norway	נורבגיה
Norway	קטגוריה:נורבגיה
Norwegian Sea	הים הנורבגי
Nose	אף
Nostradamus	נוסטרדמוס
Note	תו (מוזיקה)
Nouakchott	נואקשוט
Noun	שם עצם
Nova Scotia	נובה סקוטיה
Novaya Zemlya	נוביה זמליה
Novel	רומן
November	נובמבר
November 1	1 בנובמבר
November 11	11 בנובמבר
November 2	2 בנובמבר
November 5	5 בנובמבר
Novosibirsk	נובוסיבירסק
Nu (letter)	נו (אות)
Nuclear fission	ביקוע גרעיני
Nuclear fusion	היתוך גרעיני
Nuclear physics	פיזיקה גרעינית
Nuclear physics	קטגוריה:פיזיקה גרעינית
Nuclear power	אנרגיה גרעינית
Nuclear weapon	נשק גרעיני
Nucleic acid	חומצת גרעין
Nucleon	נוקליאון
Nucleotide	נוקלאוטיד
Number	מספר
Numidia	נומידיה
Numismatics	נומיסמטיקה
Nunavut	נונאווט
Nuremberg	נירנברג
Nut (fruit)	אגוז
Nutmeg	אגוז מוסקט
Nutrition	קטגוריה:תזונה
Nymph	נימפה
Nymphaeaceae	נופריים
Nyx (mythology)	ניקס (מיתולוגיה)
O	O
OPEC	אופ"ק
Oak	אלון
Oakland	אוקלנד (קליפורניה)
Oasis	נווה מדבר
Oaxaca	אואחאקה (מדינה)
Ob River	אוב (נהר)
Obelisk	אובליסק
Obesity	השמנה
Object-oriented programming	תכנות מונחה עצמים
Oboe	אבוב
Observatory	מצפה כוכבים
Obsidian	זכוכית געשית
Occam's razor	תערו של אוקאם
Ocean	אוקיינוס
Ocean current	זרם ימי
Oceania	אוקיאניה
Oceania	קטגוריה:אוקיאניה
Oceanid	אוקיינידים
Oceanography	אוקינוגרפיה
Oceanography	קטגוריה:אוקיינוגרפיה
Oceanus	אוקיינוס (מיתולוגיה)
Octal	בסיס אוקטלי
Octans	אוקטנט (קבוצת כוכבים)
Octave	אוקטבה
October	אוקטובר
October 12	12 באוקטובר
October 24	24 באוקטובר
October Revolution	מהפכת אוקטובר
Octopus	תמנונאים
Ode	אודה
Oder River	אודר
Odessa	אודסה
Odin	אודין
Odonata	שפיראים
Odysseus	אודיסאוס
Odyssey	אודיסיאה
Oedipus	אדיפוס
Offside (football)	נבדל
Ohio	אוהיו
Ohio	קטגוריה:אוהיו
Ohm	אוהם
Ohm's law	חוק אוהם
Oil	שמן
Oil (disambiguation)	שמן
Oil painting	צבע שמן
Okapi	אוקפי
Oklahoma	אוקלהומה
Oklahoma	קטגוריה:אוקלהומה
Oklahoma City	אוקלהומה סיטי
Oktoberfest	אוקטוברפסט
Old Church Slavonic	סלאבית כנסייתית עתיקה
Old Norse	נורדית עתיקה
Old Testament	הברית הישנה
Oligarchy	אוליגרכיה
Oligocene	אוליגוקן
Oligopoly	אוליגופול
Olive	זית אירופי
Olive oil	שמן זית
Oliver Cromwell	אוליבר קרומוול
Oliver Stone	אוליבר סטון
Olivine	אוליבין
Olympia	אולימפיה (וושינגטון)
Olympia	אולימפיה
Olympic Games	המשחקים האולימפיים
Olympics	קטגוריה:אולימפיאדה
Omaha	אומהה
Oman	עומאן
Oman	קטגוריה:עומאן
Omega	אומגה
Omicron	אומיקרון
Omsk	אומסק
Oncology	קטגוריה:סרטן
Onion	בצל הגינה
Ontario	אונטריו
Ontario	קטגוריה:אונטריו
Ontology	תורת ההוויה
Oort cloud	עננת אורט
Opal	אופאל
Opera	אופרה
Opera (Internet suite)	אופרה (דפדפן)
Operating system	מערכת הפעלה
Operetta	אופרטה
Ophiuchus	נושא הנחש
Opium	אופיום
Optical fiber	סיב אופטי
Optical illusion	אשליה אופטית
Optics	אופטיקה
Optics	קטגוריה:אופטיקה
Optimization (mathematics)	אופטימיזציה (מתמטיקה)
Orange (colour)	כתום
Orange (fruit)	תפוז
Orangutan	אורנגאוטן
Oratorio	אורטוריה
Orca	קטלן
Orchestra	תזמורת
Orchidaceae	סחלביים
Order (biology)	סדרה (טקסונומיה)
Order of Saint Benedict	בנדיקטינים
Ordovician	אורדוביק
Oregano	אורגנו
Oregon	אורגון
Oregon	קטגוריה:אורגון
Orestes (mythology)	אורסטס
Organ (anatomy)	איבר
Organ (music)	עוגב
Organelle	אברון
Organic chemistry	כימיה אורגנית
Organic chemistry	קטגוריה:כימיה אורגנית
Organic compound	תרכובת אורגנית
Organism	אורגניזם
Organization	ארגון
Orgasm	אורגזמה
Origami	אוריגמי
Origen	אוריגנס
Original sin	החטא הקדמון
Orinoco	אורינוקו
Orion (constellation)	אוריון (קבוצת כוכבים)
Orissa	אוריסה
Orlando	אורלנדו
Ornithology	אורניתולוגיה
Orpheus	אורפיאוס
Orson Welles	אורסון ולס
Orthography	אורתוגרפיה
Osaka	אוסקה
Osama bin Laden	אוסאמה בן לאדן
Oscar Wilde	אוסקר ויילד
Oscillation	תנודה
Osiris	אוזיריס
Oslo	אוסלו
Osman I	עות'מאן הראשון
Osmium	אוסמיום
Osprey	שלך
Osteichthyes	דגי גרם
Osteoporosis	דלדול עצם
Ostrava	אוסטרבה
Ostrich	יען
Othello	אותלו
Otho	אותו
Ottawa	אוטווה
Otto Hahn	אוטו האן
Otto I	אוטו הראשון, קיסר האימפריה הרומית הקדושה
Otto von Bismarck	אוטו פון ביסמרק
Ottoman Empire	האימפריה העות'מאנית
Ottoman Empire	קטגוריה:האימפריה העות'מאנית
Ovary	שחלה
Ovid	אובידיוס
Oviedo	אוביידו
Ovis	כבש (סוג)
Ovum	ביצית
Owl	דורסי לילה
Oxford	אוקספורד
Oxide	תחמוצת
Oxygen	חמצן
Oxymoron	אוקסימורון
Oxytocin	אוקסיטוצין
Ozone	אוזון
Ozone layer	שכבת האוזון
P	P
PAL	PAL
PH	PH
Pablo Neruda	פבלו נרודה
Pablo Picasso	פבלו פיקאסו
Pacific Ocean	האוקיינוס השקט
Pacific Ocean	קטגוריה:האוקיינוס השקט
Pacifism	פציפיזם
Padua	פאדובה
Paganism	פגניות
Painting	קטגוריה:ציור
Pakistan	פקיסטן
Palace of Versailles	ארמון ורסאי
Palau	פלאו
Paleocene	פליאוקן
Paleolithic	תקופת האבן הקדומה
Paleontology	פליאונטולוגיה
Paleozoic	פליאוזואיקון
Palermo	פלרמו
Palestine	ארץ ישראל
Palestine	קטגוריה:הרשות הפלסטינית
Palestine Liberation Organization	הארגון לשחרור פלסטין
Palestinian National Authority	הרשות הפלסטינית
